id,conversation_id,parent_claim,child_claim,dependency_type
7511,532,Claim_242,Claim_6371,requires
7512,616,Claim_4184,Claim_5038,supports
7513,218,Claim_2436,Claim_8980,extends
7514,766,Claim_347,Claim_9627,requires
7515,502,Claim_2003,Claim_9410,requires
7516,397,Claim_3956,Claim_7826,supports
7517,639,Claim_3532,Claim_8067,extends
7518,455,Claim_3178,Claim_8747,supports
7519,249,Claim_1418,Claim_8941,contradicts
7520,636,Claim_4879,Claim_5704,contradicts
7521,238,Claim_4461,Claim_6941,requires
7522,691,Claim_2616,Claim_5008,contradicts
7523,912,Claim_1799,Claim_5114,extends
7524,218,Claim_3079,Claim_5303,supports
7525,301,Claim_3518,Claim_9013,supports
7526,359,Claim_621,Claim_5679,extends
7527,899,Claim_3999,Claim_5430,extends
7528,164,Claim_1391,Claim_7431,supports
7529,243,Claim_3086,Claim_5320,contradicts
7530,909,Claim_1600,Claim_8680,contradicts
7531,353,Claim_3025,Claim_8679,requires
7532,447,Claim_2026,Claim_9668,contradicts
7533,19,Claim_4392,Claim_5698,extends
7534,509,Claim_2717,Claim_9153,contradicts
7535,726,Claim_4268,Claim_6287,requires
7536,452,Claim_3022,Claim_9857,contradicts
7537,926,Claim_3701,Claim_9945,extends
7538,870,Claim_1400,Claim_8804,supports
7539,86,Claim_4841,Claim_6236,contradicts
7540,669,Claim_3076,Claim_8796,contradicts
7541,627,Claim_2578,Claim_8966,requires
7542,211,Claim_2016,Claim_8888,supports
7543,952,Claim_585,Claim_9921,extends
7544,327,Claim_969,Claim_8800,supports
7545,566,Claim_3734,Claim_5908,requires
7546,321,Claim_434,Claim_9328,supports
7547,479,Claim_406,Claim_6670,requires
7548,405,Claim_560,Claim_6778,contradicts
7549,167,Claim_2359,Claim_6251,supports
7550,439,Claim_4754,Claim_7255,contradicts
7551,247,Claim_4456,Claim_7121,contradicts
7552,352,Claim_2437,Claim_6330,requires
7553,137,Claim_2281,Claim_7230,requires
7554,355,Claim_1662,Claim_9544,requires
7555,646,Claim_4773,Claim_6089,supports
7556,92,Claim_2314,Claim_9244,extends
7557,919,Claim_1376,Claim_6630,requires
7558,626,Claim_1475,Claim_8008,requires
7559,547,Claim_3363,Claim_7636,supports
7560,389,Claim_3420,Claim_5210,supports
7561,876,Claim_702,Claim_8294,contradicts
7562,345,Claim_4310,Claim_8267,contradicts
7563,97,Claim_669,Claim_7837,supports
7564,244,Claim_2654,Claim_7984,contradicts
7565,566,Claim_844,Claim_9456,supports
7566,690,Claim_420,Claim_8408,requires
7567,671,Claim_244,Claim_7913,requires
7568,870,Claim_3962,Claim_8933,extends
7569,655,Claim_860,Claim_6539,requires
7570,19,Claim_329,Claim_9404,contradicts
7571,751,Claim_1752,Claim_9424,supports
7572,940,Claim_200,Claim_8483,extends
7573,738,Claim_4989,Claim_9937,extends
7574,506,Claim_4339,Claim_6131,extends
7575,433,Claim_4793,Claim_5935,supports
7576,618,Claim_4092,Claim_9320,requires
7577,173,Claim_532,Claim_9723,supports
7578,831,Claim_3141,Claim_6622,supports
7579,705,Claim_903,Claim_8540,contradicts
7580,94,Claim_3433,Claim_9453,supports
7581,32,Claim_2211,Claim_8945,extends
7582,105,Claim_2676,Claim_6631,contradicts
7583,484,Claim_262,Claim_5168,extends
7584,339,Claim_4167,Claim_8687,supports
7585,497,Claim_481,Claim_6526,supports
7586,54,Claim_2879,Claim_7684,contradicts
7587,15,Claim_890,Claim_9453,requires
7588,966,Claim_4334,Claim_9743,supports
7589,930,Claim_467,Claim_7662,extends
7590,604,Claim_4963,Claim_7159,extends
7591,231,Claim_1074,Claim_7911,contradicts
7592,680,Claim_2170,Claim_6655,extends
7593,264,Claim_4991,Claim_6402,extends
7594,179,Claim_687,Claim_6418,contradicts
7595,204,Claim_60,Claim_6156,contradicts
7596,528,Claim_1662,Claim_7017,supports
7597,224,Claim_3276,Claim_5599,extends
7598,139,Claim_1145,Claim_9025,requires
7599,752,Claim_4749,Claim_5121,contradicts
7600,842,Claim_3962,Claim_7160,contradicts
7601,509,Claim_1884,Claim_5098,supports
7602,124,Claim_252,Claim_8645,supports
7603,827,Claim_4575,Claim_8998,requires
7604,845,Claim_3120,Claim_8937,contradicts
7605,348,Claim_1689,Claim_6623,contradicts
7606,654,Claim_1567,Claim_6986,contradicts
7607,695,Claim_3769,Claim_9198,contradicts
7608,225,Claim_3733,Claim_5323,supports
7609,696,Claim_603,Claim_9157,supports
7610,204,Claim_1621,Claim_8267,supports
7611,210,Claim_3209,Claim_6742,requires
7612,723,Claim_2673,Claim_5197,requires
7613,23,Claim_2563,Claim_5493,extends
7614,250,Claim_3065,Claim_5799,supports
7615,405,Claim_1936,Claim_8921,contradicts
7616,889,Claim_2899,Claim_8695,extends
7617,423,Claim_1377,Claim_7877,extends
7618,14,Claim_2008,Claim_7191,extends
7619,827,Claim_3547,Claim_5031,extends
7620,452,Claim_1936,Claim_6529,extends
7621,412,Claim_4988,Claim_6070,requires
7622,139,Claim_4240,Claim_8801,supports
7623,134,Claim_1511,Claim_9951,contradicts
7624,763,Claim_116,Claim_5134,requires
7625,339,Claim_666,Claim_5572,supports
7626,798,Claim_1528,Claim_9658,extends
7627,620,Claim_2167,Claim_5093,requires
7628,361,Claim_3425,Claim_8833,contradicts
7629,647,Claim_3112,Claim_7250,contradicts
7630,621,Claim_4293,Claim_5750,requires
7631,66,Claim_1728,Claim_5309,extends
7632,165,Claim_4860,Claim_6189,contradicts
7633,306,Claim_1424,Claim_6366,supports
7634,218,Claim_4464,Claim_7396,extends
7635,223,Claim_1047,Claim_5765,extends
7636,900,Claim_1887,Claim_5306,supports
7637,663,Claim_413,Claim_7371,extends
7638,637,Claim_2711,Claim_8076,supports
7639,195,Claim_237,Claim_6058,extends
7640,699,Claim_15,Claim_9763,contradicts
7641,892,Claim_4127,Claim_9018,extends
7642,28,Claim_1391,Claim_5196,requires
7643,365,Claim_1255,Claim_5412,supports
7644,859,Claim_1411,Claim_7668,contradicts
7645,403,Claim_4867,Claim_6736,supports
7646,524,Claim_3542,Claim_5058,requires
7647,724,Claim_1328,Claim_6826,supports
7648,273,Claim_1981,Claim_9316,requires
7649,289,Claim_2472,Claim_6893,requires
7650,872,Claim_2012,Claim_5058,contradicts
7651,234,Claim_2885,Claim_8439,extends
7652,967,Claim_3998,Claim_8389,extends
7653,15,Claim_287,Claim_9807,requires
7654,392,Claim_1879,Claim_6528,contradicts
7655,141,Claim_3752,Claim_7001,requires
7656,926,Claim_3161,Claim_8980,contradicts
7657,563,Claim_4492,Claim_5727,extends
7658,972,Claim_4737,Claim_5776,contradicts
7659,150,Claim_65,Claim_6893,requires
7660,372,Claim_3220,Claim_7541,supports
7661,815,Claim_2534,Claim_7034,supports
7662,857,Claim_2436,Claim_5238,supports
7663,241,Claim_4828,Claim_9327,requires
7664,716,Claim_4596,Claim_7529,extends
7665,991,Claim_3015,Claim_6974,extends
7666,738,Claim_3785,Claim_5847,contradicts
7667,910,Claim_1536,Claim_9389,contradicts
7668,13,Claim_4398,Claim_9367,contradicts
7669,422,Claim_1817,Claim_9111,supports
7670,188,Claim_4466,Claim_7750,extends
7671,71,Claim_1245,Claim_5419,supports
7672,845,Claim_2350,Claim_5743,requires
7673,274,Claim_4541,Claim_7947,supports
7674,882,Claim_3014,Claim_7884,requires
7675,268,Claim_4427,Claim_8908,supports
7676,193,Claim_1110,Claim_5992,requires
7677,16,Claim_1958,Claim_8008,supports
7678,744,Claim_4490,Claim_9512,contradicts
7679,169,Claim_1899,Claim_7972,contradicts
7680,9,Claim_1108,Claim_5567,requires
7681,590,Claim_4430,Claim_5371,requires
7682,566,Claim_569,Claim_6864,contradicts
7683,643,Claim_3192,Claim_6672,requires
7684,882,Claim_1199,Claim_6171,contradicts
7685,702,Claim_2353,Claim_8545,extends
7686,980,Claim_3513,Claim_7733,contradicts
7687,422,Claim_997,Claim_7990,requires
7688,673,Claim_3692,Claim_6052,extends
7689,347,Claim_2821,Claim_5689,requires
7690,136,Claim_3780,Claim_7299,contradicts
7691,467,Claim_4876,Claim_6522,requires
7692,44,Claim_2895,Claim_9744,contradicts
7693,947,Claim_2280,Claim_8096,supports
7694,461,Claim_1833,Claim_7584,extends
7695,412,Claim_460,Claim_8433,contradicts
7696,967,Claim_2382,Claim_9084,supports
7697,433,Claim_4009,Claim_7518,supports
7698,624,Claim_520,Claim_6286,requires
7699,31,Claim_1258,Claim_9156,requires
7700,939,Claim_448,Claim_5192,requires
7701,775,Claim_533,Claim_5882,supports
7702,440,Claim_2428,Claim_9168,supports
7703,913,Claim_1187,Claim_6593,extends
7704,970,Claim_2924,Claim_9165,requires
7705,577,Claim_4178,Claim_5132,supports
7706,793,Claim_4444,Claim_9387,supports
7707,292,Claim_4302,Claim_7464,contradicts
7708,397,Claim_2695,Claim_7148,supports
7709,717,Claim_558,Claim_6477,contradicts
7710,734,Claim_1430,Claim_6184,requires
7711,977,Claim_485,Claim_8478,supports
7712,256,Claim_4557,Claim_6485,supports
7713,486,Claim_1299,Claim_7563,extends
7714,705,Claim_635,Claim_9575,requires
7715,441,Claim_3633,Claim_9237,extends
7716,217,Claim_4756,Claim_8331,requires
7717,331,Claim_3523,Claim_8721,requires
7718,726,Claim_3039,Claim_9791,contradicts
7719,702,Claim_4560,Claim_8255,extends
7720,461,Claim_4564,Claim_8870,contradicts
7721,343,Claim_4832,Claim_8643,supports
7722,914,Claim_660,Claim_9274,requires
7723,712,Claim_1073,Claim_7313,supports
7724,543,Claim_3635,Claim_5149,requires
7725,204,Claim_1784,Claim_8919,requires
7726,268,Claim_3644,Claim_6252,requires
7727,786,Claim_3628,Claim_6735,extends
7728,855,Claim_3158,Claim_9251,supports
7729,240,Claim_3416,Claim_5538,contradicts
7730,979,Claim_1821,Claim_8269,contradicts
7731,49,Claim_3958,Claim_8210,extends
7732,48,Claim_1443,Claim_9413,extends
7733,973,Claim_237,Claim_8946,contradicts
7734,645,Claim_4811,Claim_7638,requires
7735,186,Claim_2283,Claim_5730,extends
7736,944,Claim_1172,Claim_7292,contradicts
7737,615,Claim_890,Claim_6057,extends
7738,694,Claim_598,Claim_7340,supports
7739,277,Claim_1388,Claim_5671,contradicts
7740,534,Claim_1214,Claim_7808,contradicts
7741,981,Claim_2801,Claim_5961,contradicts
7742,225,Claim_2507,Claim_6785,extends
7743,354,Claim_500,Claim_5464,requires
7744,970,Claim_4950,Claim_9818,extends
7745,37,Claim_2857,Claim_5567,supports
7746,198,Claim_2058,Claim_5614,contradicts
7747,607,Claim_2486,Claim_6122,extends
7748,290,Claim_4751,Claim_7322,extends
7749,530,Claim_2023,Claim_7889,extends
7750,454,Claim_498,Claim_8435,supports
7751,457,Claim_3952,Claim_5609,contradicts
7752,615,Claim_3921,Claim_8245,contradicts
7753,147,Claim_1898,Claim_8242,supports
7754,505,Claim_382,Claim_6922,extends
7755,320,Claim_1419,Claim_6493,extends
7756,290,Claim_570,Claim_8765,requires
7757,602,Claim_1245,Claim_5654,supports
7758,469,Claim_487,Claim_5296,contradicts
7759,167,Claim_2358,Claim_7575,requires
7760,14,Claim_197,Claim_5775,extends
7761,771,Claim_3866,Claim_5991,requires
7762,175,Claim_312,Claim_9613,contradicts
7763,929,Claim_133,Claim_6282,requires
7764,794,Claim_284,Claim_9711,contradicts
7765,202,Claim_745,Claim_7879,extends
7766,120,Claim_758,Claim_9980,requires
7767,126,Claim_3869,Claim_9284,requires
7768,739,Claim_1500,Claim_7827,requires
7769,712,Claim_742,Claim_8016,requires
7770,247,Claim_3464,Claim_9550,requires
7771,280,Claim_3162,Claim_7770,supports
7772,292,Claim_2655,Claim_8078,requires
7773,6,Claim_3397,Claim_6311,contradicts
7774,234,Claim_3164,Claim_8997,contradicts
7775,620,Claim_1395,Claim_9577,supports
7776,542,Claim_3852,Claim_5626,supports
7777,835,Claim_1653,Claim_8366,extends
7778,360,Claim_2367,Claim_6566,supports
7779,239,Claim_1996,Claim_5964,supports
7780,712,Claim_1159,Claim_9007,supports
7781,448,Claim_2343,Claim_7622,contradicts
7782,492,Claim_4330,Claim_6678,supports
7783,286,Claim_4741,Claim_8883,supports
7784,19,Claim_1959,Claim_5328,extends
7785,232,Claim_3889,Claim_9816,supports
7786,415,Claim_582,Claim_9206,contradicts
7787,734,Claim_13,Claim_6318,requires
7788,409,Claim_3597,Claim_5429,requires
7789,264,Claim_2315,Claim_5050,extends
7790,778,Claim_244,Claim_7624,requires
7791,451,Claim_3488,Claim_5712,contradicts
7792,986,Claim_101,Claim_8140,extends
7793,402,Claim_182,Claim_5358,contradicts
7794,292,Claim_1267,Claim_9571,requires
7795,221,Claim_2848,Claim_9002,contradicts
7796,40,Claim_4567,Claim_9126,contradicts
7797,110,Claim_3631,Claim_7517,contradicts
7798,305,Claim_2377,Claim_5613,extends
7799,781,Claim_4318,Claim_9472,extends
7800,324,Claim_4432,Claim_6483,extends
7801,795,Claim_2879,Claim_7813,extends
7802,402,Claim_1869,Claim_8767,extends
7803,252,Claim_4386,Claim_5484,requires
7804,783,Claim_821,Claim_9058,requires
7805,633,Claim_4921,Claim_9199,supports
7806,290,Claim_1711,Claim_9377,supports
7807,936,Claim_434,Claim_5085,requires
7808,221,Claim_882,Claim_5022,contradicts
7809,966,Claim_4884,Claim_7883,supports
7810,473,Claim_3301,Claim_6020,contradicts
7811,5,Claim_2154,Claim_9216,requires
7812,519,Claim_3830,Claim_5925,requires
7813,611,Claim_487,Claim_8943,extends
7814,878,Claim_1847,Claim_9558,extends
7815,820,Claim_875,Claim_5467,extends
7816,55,Claim_378,Claim_5882,supports
7817,286,Claim_4940,Claim_9306,extends
7818,120,Claim_3129,Claim_9545,contradicts
7819,902,Claim_186,Claim_9702,contradicts
7820,474,Claim_1581,Claim_9268,extends
7821,688,Claim_3154,Claim_7106,requires
7822,617,Claim_92,Claim_8453,supports
7823,15,Claim_3501,Claim_5291,extends
7824,918,Claim_1917,Claim_9259,extends
7825,942,Claim_1210,Claim_6717,extends
7826,188,Claim_1964,Claim_8064,extends
7827,470,Claim_2596,Claim_7670,requires
7828,140,Claim_3810,Claim_5305,contradicts
7829,627,Claim_1082,Claim_7597,supports
7830,667,Claim_530,Claim_9454,requires
7831,156,Claim_380,Claim_8353,requires
7832,369,Claim_3616,Claim_9066,requires
7833,499,Claim_3811,Claim_9480,requires
7834,126,Claim_1555,Claim_5082,contradicts
7835,837,Claim_4118,Claim_6728,requires
7836,135,Claim_13,Claim_5323,requires
7837,721,Claim_3483,Claim_6743,extends
7838,633,Claim_2742,Claim_8501,requires
7839,363,Claim_3600,Claim_7541,extends
7840,411,Claim_3813,Claim_5150,requires
7841,768,Claim_538,Claim_9648,requires
7842,940,Claim_2933,Claim_5068,supports
7843,223,Claim_4293,Claim_5630,contradicts
7844,664,Claim_459,Claim_7109,extends
7845,897,Claim_4574,Claim_9431,supports
7846,91,Claim_2897,Claim_6676,supports
7847,362,Claim_52,Claim_5086,contradicts
7848,711,Claim_4366,Claim_6721,contradicts
7849,687,Claim_1559,Claim_7478,contradicts
7850,669,Claim_4545,Claim_7403,extends
7851,339,Claim_2690,Claim_8258,supports
7852,283,Claim_519,Claim_8617,contradicts
7853,224,Claim_3697,Claim_8195,supports
7854,101,Claim_4274,Claim_6624,extends
7855,798,Claim_2941,Claim_8915,supports
7856,989,Claim_3150,Claim_9886,contradicts
7857,713,Claim_1895,Claim_8000,extends
7858,268,Claim_3335,Claim_9860,extends
7859,775,Claim_3503,Claim_5424,contradicts
7860,779,Claim_1506,Claim_7688,supports
7861,265,Claim_60,Claim_5565,extends
7862,944,Claim_4697,Claim_7563,supports
7863,724,Claim_4170,Claim_7384,extends
7864,733,Claim_1528,Claim_7290,contradicts
7865,912,Claim_2966,Claim_9066,contradicts
7866,847,Claim_1918,Claim_7556,extends
7867,323,Claim_4841,Claim_7908,supports
7868,162,Claim_1278,Claim_9563,requires
7869,777,Claim_4774,Claim_7735,extends
7870,599,Claim_1820,Claim_9107,extends
7871,106,Claim_404,Claim_8566,extends
7872,552,Claim_3128,Claim_9527,contradicts
7873,139,Claim_808,Claim_5352,supports
7874,721,Claim_3745,Claim_6836,contradicts
7875,611,Claim_266,Claim_5626,extends
7876,188,Claim_2886,Claim_8781,supports
7877,662,Claim_2493,Claim_7352,supports
7878,815,Claim_2126,Claim_9176,extends
7879,153,Claim_2288,Claim_6716,supports
7880,188,Claim_2780,Claim_7657,contradicts
7881,902,Claim_2670,Claim_8636,extends
7882,609,Claim_1804,Claim_9961,requires
7883,274,Claim_1379,Claim_8266,supports
7884,557,Claim_2941,Claim_7908,supports
7885,139,Claim_3222,Claim_6290,contradicts
7886,812,Claim_4808,Claim_5897,contradicts
7887,778,Claim_1947,Claim_7596,extends
7888,809,Claim_4683,Claim_7956,contradicts
7889,418,Claim_4933,Claim_5997,requires
7890,166,Claim_120,Claim_8861,supports
7891,254,Claim_3567,Claim_8981,extends
7892,486,Claim_1588,Claim_8186,extends
7893,921,Claim_394,Claim_5789,contradicts
7894,916,Claim_1501,Claim_8865,requires
7895,206,Claim_3835,Claim_7318,supports
7896,126,Claim_4355,Claim_7465,contradicts
7897,560,Claim_4051,Claim_9374,supports
7898,366,Claim_1230,Claim_9706,supports
7899,556,Claim_2328,Claim_7371,supports
7900,583,Claim_186,Claim_5501,extends
7901,351,Claim_2634,Claim_9227,requires
7902,523,Claim_1250,Claim_7655,requires
7903,204,Claim_897,Claim_6735,supports
7904,184,Claim_1283,Claim_5256,extends
7905,464,Claim_2015,Claim_7836,contradicts
7906,44,Claim_2994,Claim_6907,extends
7907,703,Claim_2071,Claim_5002,supports
7908,428,Claim_2277,Claim_8770,contradicts
7909,681,Claim_499,Claim_8411,supports
7910,640,Claim_1875,Claim_6622,requires
7911,71,Claim_4393,Claim_8118,contradicts
7912,518,Claim_2618,Claim_5582,supports
7913,134,Claim_571,Claim_7367,requires
7914,331,Claim_2132,Claim_9405,supports
7915,578,Claim_1685,Claim_6421,extends
7916,895,Claim_182,Claim_8207,supports
7917,362,Claim_1398,Claim_7593,supports
7918,82,Claim_4913,Claim_5648,requires
7919,494,Claim_4932,Claim_9180,requires
7920,578,Claim_2570,Claim_5172,contradicts
7921,478,Claim_260,Claim_5094,requires
7922,188,Claim_1151,Claim_7642,supports
7923,78,Claim_3700,Claim_9043,contradicts
7924,626,Claim_637,Claim_8809,contradicts
7925,823,Claim_4477,Claim_9862,supports
7926,615,Claim_1458,Claim_6632,extends
7927,419,Claim_141,Claim_7525,contradicts
7928,497,Claim_147,Claim_8802,supports
7929,430,Claim_3549,Claim_5420,contradicts
7930,505,Claim_3115,Claim_7632,extends
7931,484,Claim_1686,Claim_9732,extends
7932,992,Claim_579,Claim_5783,extends
7933,750,Claim_2665,Claim_9855,extends
7934,143,Claim_701,Claim_9223,requires
7935,810,Claim_70,Claim_5901,requires
7936,976,Claim_1278,Claim_7385,contradicts
7937,276,Claim_2817,Claim_5578,requires
7938,623,Claim_3371,Claim_5675,extends
7939,501,Claim_119,Claim_6997,contradicts
7940,31,Claim_4434,Claim_7307,requires
7941,534,Claim_2648,Claim_6842,supports
7942,326,Claim_364,Claim_6138,requires
7943,652,Claim_2387,Claim_6983,extends
7944,961,Claim_4962,Claim_5949,supports
7945,701,Claim_3114,Claim_7887,contradicts
7946,323,Claim_4847,Claim_7303,supports
7947,421,Claim_1103,Claim_5449,contradicts
7948,818,Claim_1075,Claim_9053,contradicts
7949,513,Claim_3236,Claim_5488,requires
7950,161,Claim_2899,Claim_5498,extends
7951,195,Claim_1799,Claim_5177,extends
7952,52,Claim_3421,Claim_9481,extends
7953,818,Claim_1168,Claim_5110,contradicts
7954,220,Claim_4180,Claim_7315,contradicts
7955,809,Claim_1325,Claim_9553,supports
7956,212,Claim_2051,Claim_9694,requires
7957,527,Claim_2596,Claim_8662,contradicts
7958,887,Claim_1227,Claim_6831,extends
7959,387,Claim_3085,Claim_5704,supports
7960,215,Claim_4506,Claim_6274,supports
7961,122,Claim_4297,Claim_8383,extends
7962,8,Claim_2618,Claim_5353,extends
7963,381,Claim_2614,Claim_5540,extends
7964,49,Claim_4619,Claim_9807,requires
7965,841,Claim_1414,Claim_9989,contradicts
7966,185,Claim_3338,Claim_7382,requires
7967,782,Claim_4026,Claim_5136,requires
7968,21,Claim_1792,Claim_7389,contradicts
7969,387,Claim_1430,Claim_5592,contradicts
7970,368,Claim_2708,Claim_6120,requires
7971,919,Claim_2098,Claim_6256,supports
7972,409,Claim_4667,Claim_5844,contradicts
7973,777,Claim_3974,Claim_7911,contradicts
7974,118,Claim_4654,Claim_5126,contradicts
7975,331,Claim_2165,Claim_9706,supports
7976,446,Claim_2640,Claim_7467,requires
7977,539,Claim_1201,Claim_9989,extends
7978,308,Claim_460,Claim_9111,requires
7979,819,Claim_3503,Claim_8303,supports
7980,951,Claim_885,Claim_9327,requires
7981,894,Claim_471,Claim_5110,requires
7982,276,Claim_4541,Claim_9975,supports
7983,14,Claim_3405,Claim_5749,supports
7984,157,Claim_265,Claim_6554,supports
7985,383,Claim_3029,Claim_8539,requires
7986,473,Claim_2597,Claim_6521,supports
7987,901,Claim_3366,Claim_6601,contradicts
7988,635,Claim_1289,Claim_7103,contradicts
7989,309,Claim_2912,Claim_5237,requires
7990,445,Claim_2648,Claim_7512,requires
7991,541,Claim_4196,Claim_9731,supports
7992,817,Claim_2594,Claim_8043,extends
7993,638,Claim_4386,Claim_9792,requires
7994,503,Claim_2971,Claim_5963,contradicts
7995,137,Claim_2615,Claim_9098,supports
7996,510,Claim_2423,Claim_6189,extends
7997,117,Claim_1323,Claim_5011,extends
7998,800,Claim_3843,Claim_6749,requires
7999,13,Claim_91,Claim_5870,contradicts
8000,330,Claim_1529,Claim_6983,extends
8001,251,Claim_1074,Claim_5895,contradicts
8002,137,Claim_278,Claim_7164,supports
8003,500,Claim_4820,Claim_6739,contradicts
8004,225,Claim_4187,Claim_7390,extends
8005,16,Claim_3961,Claim_5580,contradicts
8006,421,Claim_3532,Claim_5096,supports
8007,250,Claim_2707,Claim_5902,contradicts
8008,612,Claim_417,Claim_6707,extends
8009,946,Claim_1906,Claim_5796,extends
8010,583,Claim_1599,Claim_8124,supports
8011,930,Claim_2915,Claim_8877,extends
8012,749,Claim_432,Claim_8692,extends
8013,91,Claim_583,Claim_7960,requires
8014,502,Claim_3380,Claim_6435,extends
8015,515,Claim_3502,Claim_7941,extends
8016,415,Claim_1920,Claim_5215,supports
8017,725,Claim_3086,Claim_5636,supports
8018,194,Claim_282,Claim_6763,requires
8019,831,Claim_4758,Claim_7249,extends
8020,408,Claim_1730,Claim_7316,supports
8021,750,Claim_2903,Claim_7416,requires
8022,367,Claim_3052,Claim_5596,contradicts
8023,859,Claim_3294,Claim_9261,extends
8024,960,Claim_1283,Claim_6536,supports
8025,720,Claim_4485,Claim_5549,extends
8026,520,Claim_57,Claim_9986,supports
8027,829,Claim_4617,Claim_5693,requires
8028,482,Claim_236,Claim_5657,extends
8029,858,Claim_3994,Claim_8794,supports
8030,468,Claim_4840,Claim_7753,requires
8031,509,Claim_4250,Claim_7700,requires
8032,837,Claim_3251,Claim_8579,supports
8033,159,Claim_658,Claim_8691,requires
8034,732,Claim_2318,Claim_7116,contradicts
8035,111,Claim_2831,Claim_8094,contradicts
8036,461,Claim_2343,Claim_6756,requires
8037,914,Claim_2752,Claim_9916,extends
8038,301,Claim_4366,Claim_5612,extends
8039,149,Claim_4413,Claim_5954,supports
8040,803,Claim_777,Claim_6483,contradicts
8041,361,Claim_4113,Claim_7235,contradicts
8042,325,Claim_3666,Claim_6551,contradicts
8043,171,Claim_3200,Claim_7160,supports
8044,822,Claim_3664,Claim_5886,contradicts
8045,872,Claim_4678,Claim_5687,extends
8046,111,Claim_341,Claim_7169,requires
8047,945,Claim_3045,Claim_6173,requires
8048,319,Claim_454,Claim_7149,contradicts
8049,443,Claim_2060,Claim_7630,contradicts
8050,814,Claim_1729,Claim_5551,extends
8051,589,Claim_461,Claim_6949,extends
8052,433,Claim_2615,Claim_5813,extends
8053,775,Claim_4808,Claim_7092,requires
8054,190,Claim_4694,Claim_9770,extends
8055,416,Claim_1836,Claim_6599,requires
8056,34,Claim_275,Claim_9908,contradicts
8057,125,Claim_569,Claim_6789,supports
8058,696,Claim_1512,Claim_6193,extends
8059,451,Claim_3549,Claim_5810,contradicts
8060,567,Claim_2085,Claim_6240,contradicts
8061,715,Claim_692,Claim_5714,requires
8062,710,Claim_2425,Claim_6485,extends
8063,245,Claim_984,Claim_9591,contradicts
8064,520,Claim_1769,Claim_5718,extends
8065,176,Claim_3954,Claim_7873,requires
8066,27,Claim_1637,Claim_7387,supports
8067,638,Claim_3625,Claim_5961,supports
8068,275,Claim_4382,Claim_8027,contradicts
8069,235,Claim_3293,Claim_6190,requires
8070,979,Claim_2185,Claim_9265,supports
8071,575,Claim_3806,Claim_6553,supports
8072,491,Claim_4535,Claim_7575,extends
8073,607,Claim_3925,Claim_8540,contradicts
8074,167,Claim_4165,Claim_7074,requires
8075,564,Claim_2599,Claim_6018,extends
8076,413,Claim_539,Claim_8994,contradicts
8077,703,Claim_4423,Claim_8267,extends
8078,462,Claim_2322,Claim_6317,supports
8079,850,Claim_435,Claim_6840,supports
8080,402,Claim_996,Claim_5340,extends
8081,525,Claim_672,Claim_5888,supports
8082,969,Claim_832,Claim_9014,supports
8083,308,Claim_168,Claim_7374,requires
8084,558,Claim_3846,Claim_6886,requires
8085,307,Claim_4182,Claim_5404,contradicts
8086,139,Claim_967,Claim_8793,supports
8087,132,Claim_381,Claim_9093,extends
8088,579,Claim_3958,Claim_5461,supports
8089,427,Claim_1864,Claim_6021,requires
8090,133,Claim_4743,Claim_7585,supports
8091,941,Claim_425,Claim_8699,requires
8092,115,Claim_4767,Claim_8241,requires
8093,445,Claim_4016,Claim_7099,supports
8094,703,Claim_3297,Claim_8152,supports
8095,415,Claim_2184,Claim_9491,contradicts
8096,895,Claim_4501,Claim_9290,contradicts
8097,806,Claim_2557,Claim_7178,extends
8098,294,Claim_2796,Claim_5478,contradicts
8099,751,Claim_4155,Claim_9188,requires
8100,299,Claim_2901,Claim_6820,requires
8101,573,Claim_2400,Claim_7591,supports
8102,177,Claim_3416,Claim_7703,extends
8103,506,Claim_3405,Claim_8454,requires
8104,964,Claim_1945,Claim_5890,contradicts
8105,378,Claim_1409,Claim_7589,contradicts
8106,95,Claim_3819,Claim_9417,extends
8107,932,Claim_1496,Claim_5726,supports
8108,155,Claim_3112,Claim_9415,supports
8109,567,Claim_3379,Claim_9239,contradicts
8110,25,Claim_3202,Claim_6758,contradicts
8111,334,Claim_4320,Claim_7793,requires
8112,765,Claim_4833,Claim_9028,requires
8113,65,Claim_11,Claim_7367,contradicts
8114,669,Claim_3085,Claim_9136,extends
8115,445,Claim_1936,Claim_7480,extends
8116,837,Claim_2490,Claim_6498,extends
8117,369,Claim_1514,Claim_9346,requires
8118,12,Claim_135,Claim_7719,extends
8119,358,Claim_673,Claim_6718,requires
8120,187,Claim_3901,Claim_6442,contradicts
8121,547,Claim_3302,Claim_5962,extends
8122,101,Claim_534,Claim_7106,supports
8123,727,Claim_4495,Claim_7239,requires
8124,265,Claim_1270,Claim_8383,supports
8125,356,Claim_2553,Claim_8832,supports
8126,822,Claim_1396,Claim_5562,requires
8127,962,Claim_1029,Claim_8869,contradicts
8128,466,Claim_1570,Claim_6976,extends
8129,34,Claim_201,Claim_8441,supports
8130,116,Claim_1829,Claim_8562,contradicts
8131,957,Claim_1274,Claim_8847,contradicts
8132,830,Claim_4421,Claim_5081,extends
8133,886,Claim_1591,Claim_6893,contradicts
8134,164,Claim_1966,Claim_7614,contradicts
8135,698,Claim_3062,Claim_9895,requires
8136,242,Claim_4576,Claim_6758,contradicts
