sample_id,hidden_dim,hidden_mean,hidden_std,hidden_norm,final_token_entropy,max_logit,logit_margin,attention_dispersion,retrieval_confidence,semantic_consistency,target_semantic_entropy,hallucination_label
9126,64,0.043763,0.38739,45.989993,0.615521,2.696589,6.158041,0.238844,0.252389,0.21522,0.586558,1
9127,64,0.960937,0.209588,36.639268,2.179769,25.919076,0.643286,0.344842,0.670807,0.48567,0.391758,0
9128,64,0.170493,0.924223,21.903299,1.780912,7.278582,1.601217,0.956196,0.952261,0.789767,0.218926,0
9129,64,-0.989519,0.632995,32.63168,1.379152,24.098943,7.209321,0.122145,0.928052,0.662199,0.207379,0
9130,64,0.629767,1.310127,59.840067,1.22381,26.425947,7.23093,0.543867,0.537696,0.068772,0.605819,1
9131,64,-0.789765,0.363469,50.202667,4.166158,25.23703,9.872316,0.627844,0.67364,0.074575,0.665951,1
9132,64,-0.83656,1.296964,26.151565,1.411881,15.01654,9.373175,0.169165,0.379334,0.822787,0.344068,0
9133,64,-0.703539,1.189594,42.086673,3.359966,4.872039,14.026546,0.860666,0.643379,0.795202,0.452256,0
9134,64,0.837196,0.493304,22.444704,2.518444,12.901681,11.437356,0.212724,0.141232,0.639736,0.471965,0
9135,64,-0.583485,1.030886,21.636334,1.158863,24.212663,7.692089,0.031139,0.214183,0.567993,0.470021,0
9136,64,-0.395644,0.897617,10.846517,1.808121,21.501845,4.833594,0.99455,0.713859,0.013231,0.63581,1
9137,64,-0.453396,0.490346,23.360022,1.030332,11.849456,11.783049,0.949983,0.060747,0.411004,0.51382,0
9138,64,0.8328,0.359353,26.332492,1.82685,10.326142,13.760308,0.181919,0.140911,0.09581,0.649382,1
9139,64,-0.067404,0.623291,6.019323,0.779456,24.328094,4.027472,0.454134,0.741403,0.197902,0.494048,0
9140,64,0.700932,1.190471,8.836033,4.382077,12.902319,8.671293,0.083873,0.897999,0.278739,0.503136,0
9141,64,0.121593,1.232376,28.300078,4.843568,28.632811,10.555049,0.280046,0.437671,0.203247,0.643947,1
9142,64,0.629345,1.227953,11.481265,1.269717,10.939623,12.348412,0.194094,0.79816,0.642508,0.382758,0
9143,64,0.941006,1.007508,9.349047,4.162382,22.781089,1.631575,0.39223,0.503485,0.528795,0.615433,1
9144,64,-0.084574,0.257324,15.118849,2.577717,14.650074,11.470274,0.50158,0.886204,0.806974,0.218062,0
9145,64,-0.809104,0.244183,45.171699,3.598435,8.478312,4.172095,0.522956,0.505822,0.058282,0.757797,1
9146,64,-0.437899,1.473299,21.19447,3.665981,25.442508,4.24298,0.718508,0.594908,0.595558,0.52655,0
9147,64,0.302208,0.598179,18.406854,4.619907,5.177189,5.457543,0.735487,0.01712,0.266669,0.745756,1
9148,64,-0.111957,0.22043,8.524536,4.525728,26.635241,1.046998,0.116929,0.931069,0.385452,0.496528,0
9149,64,0.075969,0.859091,50.144425,1.074112,26.334309,0.702711,0.115116,0.443267,0.373628,0.486354,0
9150,64,-0.687488,0.080212,43.846967,3.157609,23.668286,2.373677,0.046192,0.935506,0.229185,0.492851,0
9151,64,0.373513,0.460839,49.923082,1.601029,16.979772,0.069519,0.095527,0.2067,0.964465,0.336737,0
9152,64,0.350594,0.616481,10.491669,3.814305,1.725283,8.047897,0.811061,0.821942,0.473122,0.480635,0
9153,64,0.134891,0.705556,52.660513,3.588338,7.803007,13.853897,0.834113,0.144842,0.85114,0.551084,1
9154,64,0.837494,0.137298,7.101674,0.531731,3.455397,10.948907,0.197657,0.881624,0.478174,0.296428,0
9155,64,-0.342042,0.657772,14.52317,1.504865,1.185926,1.58195,0.660565,0.730649,0.70885,0.385367,0
9156,64,-0.587232,1.300522,31.980629,4.643195,20.573433,12.124005,0.185783,0.608068,0.908856,0.246937,0
9157,64,0.771308,0.073001,41.320381,1.490526,21.124127,11.018064,0.555345,0.676835,0.434309,0.497017,0
9158,64,0.846684,1.187024,33.847171,0.743048,23.743521,10.027018,0.97334,0.100573,0.937232,0.498345,0
9159,64,0.463066,0.055969,40.509876,2.707239,3.224395,5.253273,0.939361,0.090074,0.186484,0.789965,1
9160,64,0.435207,0.700327,55.581927,1.837247,11.148063,5.100918,0.260654,0.664563,0.383027,0.431714,0
9161,64,-0.232426,1.23738,7.001784,4.215323,1.572648,10.528239,0.133612,0.377611,0.283338,0.554275,1
9162,64,-0.997076,0.233871,5.592653,4.108372,14.42984,10.500585,0.696794,0.711965,0.158133,0.606092,1
9163,64,-0.352234,0.216718,54.888838,3.534975,15.376049,9.836722,0.167929,0.270041,0.546603,0.488752,0
9164,64,-0.763365,1.163562,22.556863,4.338792,5.408555,6.654253,0.112255,0.075748,0.234931,0.777139,1
9165,64,-0.305269,1.096715,28.87343,2.503547,16.408122,3.570297,0.357217,0.07764,0.355688,0.700225,1
9166,64,-0.721503,0.558754,41.607484,2.962791,1.322878,7.557646,0.610697,0.715843,0.474426,0.514983,0
9167,64,0.115049,1.327746,33.074329,0.313947,8.98703,5.441935,0.670947,0.801959,0.557498,0.403905,0
9168,64,-0.239732,0.59965,40.354972,0.105484,17.550855,12.221044,0.240529,0.937454,0.85754,0.162682,0
9169,64,0.152419,0.366362,36.024562,3.267645,10.268748,5.71351,0.14856,0.227929,0.301552,0.611759,1
9170,64,0.871118,0.721707,12.550402,4.85363,15.46985,12.806927,0.733689,0.713302,0.132414,0.625923,1
9171,64,0.003543,0.934586,54.015534,0.910597,20.46451,12.262008,0.570951,0.388571,0.867684,0.369784,0
9172,64,0.689146,0.424935,6.942288,1.023433,11.588284,6.420594,0.149707,0.782301,0.817503,0.258783,0
9173,64,0.442228,0.338916,48.890523,2.012407,12.158681,2.748134,0.474058,0.601408,0.281093,0.616107,1
9174,64,-0.30967,1.219357,24.309337,3.655463,19.182593,12.324467,0.499078,0.856471,0.025594,0.489447,0
9175,64,-0.360979,1.498246,6.987519,4.418871,18.96356,9.862924,0.672078,0.435312,0.313095,0.726713,1
9176,64,-0.103717,0.355072,30.2088,1.439909,10.268652,10.003798,0.501931,0.047395,0.960285,0.35526,0
9177,64,-0.29816,1.319338,42.415168,0.904001,12.027101,13.777597,0.437931,0.45219,0.536922,0.383411,0
9178,64,-0.843755,0.221556,37.835841,4.159781,23.993385,5.007569,0.875459,0.654644,0.969618,0.438841,0
9179,64,-0.251309,0.695734,26.893827,4.590248,24.018493,1.281913,0.358865,0.467036,0.940046,0.434612,0
9180,64,-0.233014,0.330995,28.727303,1.43108,27.146353,9.379539,0.602249,0.365114,0.845518,0.362442,0
9181,64,-0.318895,0.641234,59.205952,4.220051,1.753449,7.980743,0.30193,0.450525,0.390396,0.536909,0
9182,64,0.354904,0.091808,12.744871,4.464469,1.211205,4.937618,0.244506,0.951785,0.28327,0.615053,1
9183,64,0.38341,1.244139,30.703813,2.856298,21.241057,5.562343,0.563469,0.290982,0.447907,0.55772,1
9184,64,0.128581,1.085684,31.29643,2.872933,19.147019,3.293138,0.515697,0.462832,0.447734,0.62744,1
9185,64,-0.311097,1.04081,58.39053,2.500447,14.421552,13.477865,0.568452,0.449971,0.845003,0.467237,0
9186,64,0.610534,1.024212,30.521178,1.913768,11.214575,10.446639,0.770998,0.23193,0.817034,0.470908,0
9187,64,0.305599,0.228935,30.697455,1.409305,6.735701,2.918093,0.63929,0.999777,0.550844,0.349831,0
9188,64,0.792825,0.797941,11.048526,2.778152,21.213433,4.530715,0.14322,0.924707,0.587372,0.344844,0
9189,64,-0.145634,0.549344,16.334883,4.200185,20.122007,10.402381,0.419472,0.689669,0.84587,0.397076,0
9190,64,0.247128,1.493987,20.754828,2.577791,29.11717,9.255719,0.518021,0.440088,0.152948,0.730311,1
9191,64,0.551671,1.491082,57.049387,0.789049,12.544403,6.873544,0.267459,0.477358,0.662514,0.434651,0
9192,64,0.111531,0.640186,26.999538,3.407458,28.993211,12.746453,0.931672,0.583088,0.105451,0.655283,1
9193,64,0.555055,0.479382,48.92378,0.347731,8.971858,1.5414,0.14016,0.728203,0.327801,0.447393,0
9194,64,-0.91477,1.264685,57.597163,3.630592,18.889999,3.972543,0.388964,0.252195,0.099645,0.75529,1
9195,64,0.698208,1.200074,41.941243,1.712996,0.954791,9.169672,0.286809,0.706965,0.343636,0.446371,0
9196,64,0.27172,1.297947,44.939992,2.642929,1.989862,1.481568,0.025802,0.072207,0.341533,0.630622,1
9197,64,-0.844566,1.353039,37.238034,2.061769,23.414478,6.521022,0.352586,0.734356,0.987693,0.30482,0
9198,64,0.385358,0.188599,7.819305,4.160788,26.265794,13.67665,0.21426,0.900049,0.064438,0.534634,0
9199,64,0.290197,0.890965,25.514358,2.197568,20.39523,9.784289,0.695542,0.236848,0.33827,0.629119,1
9200,64,-0.112345,0.38204,30.156838,0.60392,0.330277,2.72994,0.826452,0.629316,0.131099,0.628881,1
9201,64,0.333037,0.272322,26.760896,0.706176,19.514718,11.708586,0.803756,0.285564,0.546663,0.469999,0
9202,64,0.667939,0.420682,5.818458,4.807743,7.886078,10.505528,0.38205,0.312823,0.938744,0.444762,0
9203,64,-0.405374,0.458503,44.0582,3.531691,3.92515,2.607538,0.962759,0.88619,0.875574,0.428472,0
9204,64,-0.493545,0.560865,24.662134,2.914655,4.637898,8.153911,0.778262,0.86106,0.704726,0.394734,0
9205,64,0.688743,0.561908,8.369285,2.178871,1.887022,1.949124,0.722209,0.754739,0.07407,0.625937,1
9206,64,0.037224,1.053359,42.817086,2.092337,2.000479,12.901534,0.079907,0.27121,0.831346,0.411324,0
9207,64,0.014626,0.813572,40.622926,2.694741,27.999804,6.068052,0.097998,0.508687,0.350591,0.527072,0
9208,64,0.35306,1.202676,21.35373,1.141335,24.91371,7.653648,0.080235,0.902129,0.055052,0.527826,0
9209,64,-0.587973,0.720419,55.510021,2.348905,0.261014,11.961164,0.688445,0.543403,0.3331,0.566003,1
9210,64,-0.289221,0.568432,20.773851,4.983787,12.125889,5.543915,0.380984,0.496034,0.652049,0.591652,1
9211,64,0.064469,0.334549,40.066116,1.45662,10.998666,6.530393,0.949439,0.053386,0.97706,0.459134,0
9212,64,-0.406437,0.45476,21.33407,4.599704,6.754636,11.178324,0.167572,0.603613,0.6434,0.438671,0
9213,64,-0.032503,1.004146,39.243286,4.098882,5.17251,8.07757,0.368581,0.405741,0.976667,0.37762,0
9214,64,-0.344478,1.280272,51.460287,0.552821,19.567929,9.073134,0.293988,0.821249,0.405891,0.382288,0
9215,64,-0.365229,0.165516,11.97373,0.627131,9.166481,3.083522,0.603721,0.48277,0.023489,0.665142,1
9216,64,0.36447,1.438823,53.511749,3.752675,26.590493,1.293884,0.857567,0.336392,0.563592,0.691722,1
9217,64,0.518584,0.588048,44.743365,3.848481,10.808184,5.980931,0.855553,0.864663,0.968259,0.39113,0
9218,64,0.703102,1.322267,31.9771,1.110036,13.840853,2.277847,0.715999,0.456376,0.35688,0.611706,1
9219,64,-0.494975,0.302235,48.172021,0.772542,12.861567,3.418916,0.631962,0.855967,0.816813,0.179632,0
9220,64,0.037072,0.987399,10.441785,4.750864,19.16494,2.505771,0.762034,0.775822,0.967732,0.408677,0
9221,64,-0.550628,0.506155,16.461788,0.94848,11.321543,5.312283,0.767991,0.568077,0.040659,0.663566,1
9222,64,0.617067,0.350601,58.402092,3.438189,18.117998,4.572955,0.787117,0.20254,0.680481,0.680741,1
9223,64,0.583459,0.302695,44.743782,3.597034,29.109104,1.896684,0.67227,0.999639,0.87782,0.299973,0
9224,64,-0.270992,0.796552,31.539848,4.730064,18.738474,3.516575,0.620501,0.797326,0.059337,0.688325,1
9225,64,-0.233713,0.158838,42.313192,0.113525,9.18346,10.924634,0.934394,0.523977,0.709348,0.284152,0
9226,64,-0.469116,1.492551,54.628066,3.44363,25.951921,0.379827,0.245269,0.77109,0.103723,0.637915,1
9227,64,0.168805,1.338252,7.135366,0.941367,6.211015,12.226021,0.122498,0.624671,0.509451,0.306369,0
9228,64,-0.821532,1.1866,43.803055,4.672618,11.686003,4.718086,0.390604,0.365124,0.487629,0.636809,1
9229,64,0.159663,1.042296,50.466605,4.575794,5.704725,6.341367,0.507137,0.857034,0.622522,0.42164,0
9230,64,-0.138519,1.24504,33.432305,1.992511,14.612934,1.085233,0.282065,0.596955,0.605178,0.424783,0
9231,64,-0.439671,0.616409,36.305012,0.823206,7.47595,6.868959,0.840629,0.947032,0.939511,0.275903,0
9232,64,0.703152,0.403321,57.387065,1.125709,6.322114,8.058189,0.715851,0.26777,0.582325,0.50324,0
9233,64,-0.105366,1.20095,37.733566,4.082095,6.269876,10.951647,0.916649,0.501531,0.383715,0.626508,1
9234,64,-0.718267,0.057946,18.969512,3.699354,23.674291,2.385961,0.421711,0.301929,0.191506,0.717804,1
9235,64,-0.871602,0.223572,51.15738,4.581791,17.549558,8.803472,0.461073,0.196537,0.667156,0.500054,0
9236,64,0.866318,0.989806,53.67706,3.464293,16.339977,14.018258,0.548342,0.832875,0.016783,0.625133,1
9237,64,0.387842,0.620613,23.278475,3.056368,23.101057,2.689458,0.108146,0.6002,0.38569,0.587605,1
9238,64,-0.671985,0.14335,20.888489,2.557678,20.651977,5.074357,0.967609,0.996219,0.678589,0.394801,0
9239,64,-0.573026,0.347556,53.759344,1.247818,2.553567,10.483387,0.249079,0.23989,0.541042,0.470786,0
9240,64,-0.401568,0.608483,53.703176,4.780646,5.769802,13.578089,0.780954,0.134347,0.848792,0.448212,0
9241,64,0.925568,1.459139,8.27377,4.512805,3.430177,14.682221,0.690246,0.43695,0.353736,0.631843,1
9242,64,-0.760987,1.192597,27.925415,1.193553,4.312618,4.572484,0.960921,0.401401,0.256433,0.649348,1
9243,64,0.212644,1.453118,44.001532,1.967192,1.004684,5.870156,0.166019,0.472764,0.056963,0.648212,1
9244,64,0.946015,1.438904,9.887939,0.331327,27.672412,5.45646,0.420644,0.290467,0.838163,0.458639,0
9245,64,-0.273912,1.022102,13.22632,0.017522,29.753094,12.607725,0.017804,0.664509,0.044399,0.427502,0
9246,64,-0.446276,0.777409,15.026606,0.46382,16.166185,9.1164,0.193828,0.132759,0.300316,0.615238,1
9247,64,-0.673376,0.424361,29.236725,2.683728,12.569263,0.963347,0.768119,0.075877,0.031716,0.780267,1
9248,64,-0.311567,0.063494,40.592654,4.178463,7.768878,9.350572,0.088924,0.902822,0.615037,0.281529,0
9249,64,-0.283948,1.206093,8.524897,2.845172,25.800959,13.329157,0.470326,0.107369,0.695441,0.521204,0
9250,64,0.03853,1.150823,19.666097,4.669487,23.232638,10.58772,0.692198,0.662916,0.877241,0.347464,0
9251,64,0.368981,0.503711,17.414709,2.528968,5.69296,7.613909,0.322493,0.845852,0.262494,0.496608,0
9252,64,0.699973,0.853706,31.082522,2.530746,3.713007,14.928092,0.351057,0.775972,0.532896,0.396785,0
9253,64,0.99545,0.122925,7.586133,4.056972,18.609321,9.283356,0.890189,0.446784,0.354037,0.510665,0
9254,64,-0.894706,0.716819,13.008255,1.207178,16.320504,6.631887,0.141485,0.933011,0.719888,0.21701,0
9255,64,-0.320979,0.807548,28.91347,0.530147,0.962073,12.113638,0.003771,0.782064,0.626531,0.167721,0
9256,64,-0.66433,0.396096,38.441079,0.224178,4.508731,14.512029,0.724093,0.42879,0.223484,0.525522,0
9257,64,-0.078178,0.910733,17.229671,3.438013,29.98045,11.464859,0.285052,0.250156,0.091111,0.692962,1
9258,64,0.192975,0.414739,20.241479,3.472743,28.561371,2.09898,0.824698,0.566263,0.766288,0.505585,0
9259,64,0.335981,1.478826,45.583066,0.158145,27.195516,14.273913,0.923042,0.73183,0.595635,0.355712,0
9260,64,0.481783,0.618885,51.271192,2.615672,13.89661,12.989514,0.22696,0.198076,0.607682,0.524423,0
9261,64,0.42967,0.764914,27.859169,4.488188,28.163863,14.569291,0.174358,0.193695,0.226161,0.671744,1
9262,64,-0.581598,0.130099,55.668059,1.86484,21.790348,5.449085,0.722173,0.056603,0.892317,0.49217,0
9263,64,0.685294,0.108864,53.643531,2.823153,28.573277,9.230617,0.040831,0.554118,0.085757,0.660719,1
9264,64,-0.840278,0.086488,52.188514,3.953974,17.503584,1.864407,0.561838,0.763672,0.882709,0.339552,0
9265,64,0.901893,0.656567,23.503201,0.181144,29.031342,8.449303,0.065872,0.379856,0.884449,0.294787,0
9266,64,0.860698,0.195604,41.503719,1.038948,19.588684,2.905779,0.35321,0.704058,0.978598,0.209045,0
9267,64,-0.705594,0.763988,46.163348,1.299047,16.439146,6.339208,0.004446,0.434539,0.50355,0.522662,0
9268,64,-0.568478,1.269312,24.264375,3.937898,24.417895,4.01926,0.404526,0.169344,0.76138,0.470675,0
9269,64,0.672472,0.224328,12.873469,1.690623,13.926489,5.07915,0.329383,0.799772,0.31052,0.536549,0
9270,64,0.514568,1.430329,59.987182,2.282389,19.366727,2.853837,0.066645,0.202323,0.056129,0.713378,1
9271,64,-0.260833,0.557768,7.570088,4.881576,17.546219,7.403189,0.346426,0.660186,0.621574,0.518989,0
9272,64,-0.261249,0.252014,10.577951,1.663279,16.039718,6.287013,0.45978,0.045501,0.179428,0.711792,1
9273,64,-0.944752,1.182462,35.11003,4.806923,14.266421,3.989099,0.411276,0.642124,0.288033,0.596736,1
9274,64,-0.879316,0.466683,40.649607,1.996197,10.107357,14.339099,0.782948,0.325466,0.045392,0.549874,0
9275,64,-0.618888,0.815128,18.314044,2.399829,4.954474,3.253437,0.745641,0.643158,0.16177,0.661982,1
9276,64,0.3417,0.680702,38.564963,2.627132,2.324684,12.640268,0.773654,0.226272,0.015871,0.674078,1
9277,64,0.051952,0.963076,37.373352,3.26016,23.789365,9.993417,0.650142,0.990575,0.487296,0.438294,0
9278,64,0.376147,0.300105,46.805882,2.661613,8.138595,0.475793,0.88063,0.814418,0.95325,0.345025,0
9279,64,0.96232,0.571645,56.991951,1.331391,8.538329,6.580601,0.500667,0.926507,0.825705,0.245236,0
9280,64,-0.218077,0.105844,31.364947,2.60769,11.77962,13.804345,0.19144,0.464152,0.533365,0.450146,0
9281,64,0.737174,1.089287,34.945861,4.513858,13.53783,9.047119,0.958455,0.45629,0.10526,0.759045,1
9282,64,0.30573,0.386281,47.483074,0.92735,29.80975,6.176484,0.834587,0.917383,0.173658,0.500083,0
9283,64,-0.039725,0.632803,32.35757,1.11431,6.433249,2.511942,0.573005,0.634982,0.006578,0.591647,1
9284,64,0.058251,0.855618,35.935569,0.358588,10.634263,13.083436,0.445625,0.870394,0.442326,0.393567,0
9285,64,0.39474,0.649112,45.858727,0.190055,12.493051,2.608225,0.076156,0.611225,0.537551,0.352248,0
9286,64,0.19389,0.257684,52.22827,1.783819,27.660876,4.616428,0.40218,0.485472,0.884393,0.194075,0
9287,64,0.471934,0.807051,17.604136,3.444186,11.810518,13.380002,0.125307,0.164576,0.869848,0.485413,0
9288,64,-0.19231,0.677504,36.410672,1.074153,8.910753,2.706541,0.339832,0.717128,0.658197,0.388245,0
9289,64,-0.215507,0.092225,10.001954,1.848221,10.633008,5.975441,0.007034,0.178879,0.913672,0.300267,0
9290,64,-0.224855,0.794757,17.566351,4.913663,15.442647,3.360355,0.436053,0.654319,0.883002,0.336515,0
9291,64,0.47608,1.274818,25.590637,4.034098,21.547287,5.846544,0.391977,0.871988,0.537556,0.466574,0
9292,64,-0.869499,0.69752,58.187754,1.790281,5.032436,1.04797,0.268598,0.666871,0.11578,0.534976,0
9293,64,0.442962,1.367632,48.19805,3.143776,26.209892,8.599412,0.022454,0.042138,0.898485,0.455055,0
9294,64,0.741919,0.214693,56.068729,2.114935,16.931758,5.151702,0.554311,0.21838,0.47046,0.533888,0
9295,64,0.269179,0.12074,26.492542,2.56388,20.697621,10.19572,0.830038,0.180628,0.885863,0.485584,0
9296,64,-0.549662,1.391554,31.733896,0.709398,12.162334,8.067732,0.476837,0.393792,0.409214,0.428908,0
9297,64,0.856769,0.275661,6.735309,0.283415,8.109741,10.116195,0.775756,0.823807,0.890924,0.187571,0
9298,64,-0.502258,1.211938,17.768611,0.622904,26.025368,13.243051,0.888339,0.540929,0.508682,0.502558,0
9299,64,0.497673,0.976274,29.329696,1.591835,14.341432,7.540776,0.452476,0.626523,0.888237,0.302182,0
9300,64,0.633204,1.217702,27.177508,4.256392,2.838117,11.73634,0.313567,0.918089,0.308236,0.544081,0
9301,64,-0.351099,1.192544,24.005813,2.99432,4.616191,10.364514,0.903632,0.945599,0.802744,0.369861,0
9302,64,0.702806,0.859151,32.289793,1.613116,26.685047,5.600195,0.142437,0.028417,0.227778,0.661701,1
9303,64,-0.805774,0.791968,23.83846,1.049223,5.722142,6.025624,0.331557,0.369088,0.633316,0.381106,0
9304,64,0.83299,1.472096,10.590901,1.634465,10.705496,12.871541,0.742719,0.424993,0.45571,0.542516,0
9305,64,0.559049,0.589634,31.775483,0.739098,1.276861,7.151358,0.837217,0.994211,0.580909,0.260485,0
9306,64,0.921113,1.235747,13.482296,3.791179,25.449413,13.616207,0.283957,0.413042,0.457564,0.439249,0
9307,64,-0.248211,0.605732,37.946782,0.503376,5.28472,12.042164,0.544947,0.332994,0.517517,0.386906,0
9308,64,-0.501304,0.505868,22.173981,1.742532,22.943807,11.820924,0.697619,0.207737,0.960076,0.25983,0
9309,64,0.105836,0.624602,15.571708,1.699277,2.04854,0.868229,0.203211,0.655803,0.807912,0.359139,0
9310,64,0.601355,1.069888,24.925356,1.185251,16.599255,14.235171,0.539685,0.350421,0.679246,0.37835,0
9311,64,0.628872,0.925513,56.588694,4.030197,27.612681,9.7705,0.655,0.739218,0.169327,0.695907,1
9312,64,0.82645,0.707717,14.841853,4.81329,12.038097,1.047472,0.927956,0.80381,0.271485,0.75711,1
9313,64,-0.376496,0.053983,14.351492,1.558434,22.71726,12.825057,0.988752,0.608108,0.859223,0.369513,0
9314,64,0.816894,1.339182,50.161529,1.255214,0.792092,13.187666,0.892756,0.375814,0.885934,0.369445,0
9315,64,0.263572,0.331568,45.246371,3.047191,27.811523,5.672574,0.558802,0.209129,0.870193,0.482823,0
9316,64,0.90592,1.282597,59.566754,1.620257,20.916581,2.341217,0.184706,0.530488,0.633237,0.365601,0
9317,64,0.887213,0.198434,25.979704,3.731982,21.75606,13.453207,0.814984,0.83877,0.2244,0.59116,1
9318,64,-0.622799,1.458177,42.104797,0.134135,27.891363,6.682488,0.976133,0.451778,0.984934,0.348269,0
9319,64,-0.288544,0.572303,44.308851,4.941952,11.51517,8.214049,0.315152,0.152859,0.991777,0.462525,0
9320,64,-0.82034,0.748065,59.50923,4.325524,9.129242,6.742512,0.452792,0.737984,0.798257,0.360132,0
9321,64,0.298347,0.932251,9.673801,1.044386,23.807376,4.220559,0.28015,0.227079,0.784185,0.446233,0
9322,64,0.250519,0.940819,15.301908,3.950979,9.868656,8.98337,0.748457,0.067265,0.525733,0.66954,1
9323,64,0.407632,1.447659,52.077221,0.629914,19.183771,5.331943,0.233878,0.048581,0.220875,0.603032,1
9324,64,-0.656788,1.024955,56.756896,1.938912,22.624581,1.961612,0.817235,0.523394,0.107815,0.700104,1
9325,64,0.253997,0.821733,40.941702,2.871448,21.709651,10.855758,0.549869,0.878697,0.211187,0.435593,0
9326,64,0.30336,0.472465,21.905552,3.144837,17.406055,5.563816,0.226424,0.2505,0.060468,0.834351,1
9327,64,-0.604551,1.114543,30.425222,2.745689,13.624533,13.749299,0.423141,0.953053,0.420541,0.386951,0
9328,64,0.616704,0.46155,20.913003,4.375753,9.199871,8.429448,0.742397,0.531113,0.930619,0.408421,0
9329,64,-0.147446,0.712802,26.810523,0.347805,29.767592,3.819943,0.913471,0.861439,0.593295,0.326356,0
9330,64,-0.091726,0.952292,51.012981,0.315801,26.571977,11.953891,0.917215,0.101351,0.333839,0.653133,1
9331,64,0.564032,0.207188,47.014666,2.839761,18.168161,3.376997,0.8864,0.709101,0.783715,0.366726,0
9332,64,-0.221084,0.681021,30.991474,3.256904,19.624806,6.73113,0.972453,0.987803,0.519262,0.519489,0
9333,64,0.461582,1.25739,10.144337,2.457092,8.498861,11.81095,0.640212,0.752906,0.485534,0.418919,0
9334,64,-0.412805,0.855224,13.44924,2.477617,3.692,3.538455,0.649374,0.918187,0.751083,0.257884,0
9335,64,-0.145714,1.267019,41.067129,0.187447,10.991904,5.597355,0.907797,0.190024,0.903637,0.464563,0
9336,64,0.443428,0.142196,7.773381,4.166432,7.435235,12.587744,0.485235,0.664211,0.836563,0.354633,0
9337,64,-0.488702,1.111094,30.79717,4.276722,28.6818,12.06192,0.473353,0.237169,0.51823,0.582833,1
9338,64,-0.90429,1.178047,6.730366,1.979913,6.894455,12.12897,0.628961,0.807262,0.475462,0.417716,0
9339,64,0.368763,1.376582,42.791634,3.935689,28.961407,11.731622,0.049718,0.710217,0.125762,0.583011,1
9340,64,-0.15671,1.300517,56.213996,3.757851,24.185682,2.570281,0.832226,0.620982,0.514692,0.56588,1
9341,64,0.178643,0.542585,46.923762,1.64283,10.418138,7.944481,0.794585,0.295726,0.527681,0.502656,0
9342,64,0.737906,1.499238,16.021592,4.39923,7.54107,3.430328,0.884274,0.194411,0.145383,0.804446,1
9343,64,-0.46533,1.167931,58.449905,4.90842,23.833679,0.299048,0.098648,0.595151,0.576619,0.559099,1
9344,64,0.299494,1.028947,40.771126,3.140049,22.633837,6.967329,0.947814,0.182532,0.866201,0.582538,1
9345,64,-0.748932,1.020395,45.844362,0.999837,6.726181,8.587008,0.374009,0.226315,0.105108,0.659374,1
9346,64,0.497226,0.425253,53.102217,4.983809,28.664324,10.818163,0.345182,0.106956,0.928735,0.568957,1
9347,64,-0.591148,1.031727,31.711805,3.753277,18.972285,14.728776,0.051523,0.174375,0.83754,0.403182,0
9348,64,-0.118602,0.401563,41.273285,3.989339,9.83535,5.534893,0.759587,0.887445,0.731227,0.385177,0
9349,64,0.614317,0.620361,15.178249,4.479875,0.369544,10.176782,0.399848,0.600955,0.591732,0.424349,0
9350,64,0.671013,0.113777,40.257964,3.04177,25.912916,8.897043,0.720779,0.861196,0.18584,0.534989,0
9351,64,-0.956993,0.80666,7.84146,0.356329,5.163173,6.062152,0.703771,0.080064,0.106518,0.735226,1
9352,64,0.235971,0.268406,36.482152,3.424617,21.28925,14.412353,0.539208,0.796728,0.677666,0.321868,0
9353,64,0.881568,0.562599,30.761048,4.690787,12.748371,11.819746,0.248594,0.048396,0.326863,0.656517,1
9354,64,-0.959029,0.127915,42.737858,2.235058,27.957696,8.631143,0.929473,0.694912,0.583441,0.349624,0
9355,64,0.622809,0.114735,13.679792,3.761658,27.310623,8.181481,0.001937,0.624871,0.012724,0.54615,0
9356,64,0.749707,0.545532,47.593595,1.443675,5.930451,10.954758,0.889294,0.992904,0.304735,0.350999,0
9357,64,0.146009,0.317162,20.890283,0.940926,8.31462,3.571326,0.62108,0.563315,0.747991,0.419138,0
9358,64,0.17189,1.485901,25.365441,0.879901,24.97863,11.947308,0.091585,0.724952,0.134879,0.462266,0
9359,64,0.759817,1.127437,21.712103,0.890274,24.234232,6.875338,0.65852,0.360552,0.190295,0.700558,1
9360,64,0.668463,0.503938,36.361104,1.101788,8.106332,11.117863,0.384406,0.589338,0.402121,0.37447,0
9361,64,-0.238218,1.15166,52.773103,2.033394,13.719695,6.099937,0.821459,0.710729,0.337062,0.659917,1
9362,64,-0.356646,1.156013,52.095191,2.291737,8.971279,2.00911,0.964185,0.139393,0.714746,0.646724,1
9363,64,-0.598636,0.472856,9.744345,3.39819,6.943143,13.176511,0.092425,0.145522,0.071866,0.713955,1
9364,64,-0.912004,0.218893,39.764066,2.852571,4.894164,4.879482,0.77556,0.735999,0.414044,0.478325,0
9365,64,0.986335,0.160885,31.312126,4.477078,29.404519,2.280051,0.27411,0.809913,0.786029,0.287706,0
9366,64,0.678043,0.600405,40.043413,3.793077,29.647854,0.695867,0.519246,0.327901,0.009296,0.767433,1
9367,64,0.324957,1.498788,50.058751,2.980376,16.868735,14.381267,0.23638,0.299776,0.587383,0.519578,0
