id,raw_trust_score,ground_truth,calibrated_score,prediction_set
7521,0.5391,0,0.5358,Rejected
7522,0.9398,1,0.9156,Rejected
7523,0.1724,1,0.1588,Verified
7524,0.1651,0,0.1544,Rejected
7525,0.7275,0,0.7326,Verified
7526,0.27,1,0.2651,Review
7527,0.4982,1,0.4862,Verified
7528,0.6348,0,0.5773,Verified
7529,0.2766,1,0.2883,Rejected
7530,0.3803,1,0.3672,Rejected
7531,0.78,0,0.7914,Rejected
7532,0.795,0,0.8163,Review
7533,0.9335,0,0.8584,Verified
7534,0.7859,1,0.8237,Verified
7535,0.4825,1,0.4971,Review
7536,0.5342,0,0.5212,Review
7537,0.5541,0,0.5468,Review
7538,0.8254,1,0.7465,Rejected
7539,0.2822,1,0.278,Verified
7540,0.9154,1,0.8675,Verified
7541,0.5122,0,0.4652,Rejected
7542,0.6272,1,0.5998,Verified
7543,0.5274,0,0.5132,Verified
7544,0.9755,1,0.9223,Rejected
7545,0.5019,0,0.5137,Review
7546,0.407,0,0.413,Review
7547,0.1741,0,0.1611,Verified
7548,0.5295,1,0.5082,Rejected
7549,0.4599,0,0.4466,Verified
7550,0.1128,1,0.1119,Rejected
7551,0.3204,1,0.3274,Review
7552,0.098,1,0.0979,Rejected
7553,0.1673,1,0.1665,Verified
7554,0.6163,1,0.6352,Verified
7555,0.2396,1,0.2514,Review
7556,0.8571,0,0.7803,Verified
7557,0.7477,1,0.7324,Verified
7558,0.2902,1,0.2624,Rejected
7559,0.1432,1,0.1464,Review
7560,0.064,0,0.062,Verified
7561,0.89,1,0.8705,Rejected
7562,0.3135,0,0.3121,Rejected
7563,0.3549,1,0.3242,Verified
7564,0.8753,1,0.8117,Rejected
7565,0.5111,1,0.476,Verified
7566,0.155,0,0.1486,Rejected
7567,0.9898,0,0.9341,Verified
7568,0.7598,0,0.7025,Verified
7569,0.7522,1,0.7109,Verified
7570,0.1737,1,0.1677,Review
7571,0.4706,1,0.4467,Review
7572,0.0904,1,0.0847,Review
7573,0.5045,0,0.5053,Verified
7574,0.5779,0,0.5965,Verified
7575,0.4733,0,0.4827,Rejected
7576,0.3136,0,0.3264,Verified
7577,0.6416,0,0.6576,Rejected
7578,0.8812,0,0.7981,Review
7579,0.9105,0,0.867,Verified
7580,0.1884,1,0.1706,Review
7581,0.1201,0,0.11,Verified
7582,0.0208,0,0.0218,Rejected
7583,0.5963,0,0.552,Verified
7584,0.8192,1,0.8249,Rejected
7585,0.2023,0,0.1911,Verified
7586,0.6754,0,0.6152,Rejected
7587,0.9567,0,0.9176,Review
7588,0.3151,0,0.3239,Rejected
7589,0.1092,1,0.0986,Rejected
7590,0.0711,0,0.067,Review
7591,0.9203,1,0.8629,Verified
7592,0.3848,1,0.3756,Rejected
7593,0.7871,1,0.8097,Review
7594,0.9346,1,0.8709,Rejected
7595,0.5453,1,0.5205,Review
7596,0.7323,0,0.7316,Verified
7597,0.8112,1,0.8099,Rejected
7598,0.9964,0,0.8989,Review
7599,0.2979,0,0.2704,Rejected
7600,0.0455,0,0.0436,Verified
7601,0.0359,0,0.0354,Verified
7602,0.0097,1,0.0091,Review
7603,0.5236,1,0.4751,Rejected
7604,0.1693,0,0.166,Verified
7605,0.3291,1,0.3295,Review
7606,0.6592,0,0.6589,Review
7607,0.3087,1,0.2981,Review
7608,0.498,0,0.5197,Rejected
7609,0.2228,0,0.2021,Verified
7610,0.172,0,0.1619,Verified
7611,0.1231,1,0.1127,Verified
7612,0.7256,1,0.729,Review
7613,0.6669,1,0.6867,Verified
7614,0.9432,0,0.928,Review
7615,0.0663,0,0.0655,Rejected
7616,0.9578,1,0.8633,Review
7617,0.5562,0,0.5599,Rejected
7618,0.8798,1,0.8571,Rejected
7619,0.9556,1,0.9908,Review
7620,0.4432,1,0.462,Verified
7621,0.8053,0,0.7975,Rejected
7622,0.7738,1,0.7341,Review
7623,0.7725,1,0.7675,Verified
7624,0.5283,0,0.5146,Review
7625,0.3658,1,0.3691,Rejected
7626,0.2299,1,0.21,Rejected
7627,0.2221,1,0.2098,Review
7628,0.5698,1,0.5747,Verified
7629,0.6352,1,0.6403,Verified
7630,0.6818,0,0.6669,Verified
7631,0.209,0,0.2098,Review
7632,0.6975,0,0.6381,Review
7633,0.1548,0,0.1401,Verified
7634,0.7862,1,0.7089,Review
7635,0.8439,0,0.7882,Review
7636,0.4,0,0.4019,Review
7637,0.3722,1,0.3562,Rejected
7638,0.3149,0,0.293,Verified
7639,0.0663,0,0.0654,Review
7640,0.3411,1,0.3273,Review
7641,0.954,1,0.8773,Rejected
7642,0.666,1,0.6399,Review
7643,0.3538,0,0.3266,Rejected
7644,0.6139,0,0.6123,Verified
7645,0.8049,1,0.7919,Review
7646,0.714,0,0.7017,Rejected
7647,0.3984,0,0.4042,Rejected
7648,0.4542,0,0.4215,Rejected
7649,0.4813,0,0.4746,Rejected
7650,0.622,0,0.6165,Verified
7651,0.3198,0,0.3071,Review
7652,0.6805,0,0.6213,Rejected
7653,0.4643,1,0.4831,Rejected
7654,0.7285,1,0.7027,Rejected
7655,0.5454,1,0.5565,Verified
7656,0.1292,1,0.1203,Rejected
7657,0.036,0,0.0348,Review
7658,0.2492,1,0.2422,Review
7659,0.6944,0,0.6437,Review
7660,0.6334,1,0.6565,Review
7661,0.4901,1,0.4448,Verified
7662,0.7451,0,0.7591,Verified
7663,0.5644,1,0.5459,Rejected
7664,0.103,0,0.0949,Verified
7665,0.715,1,0.7047,Verified
7666,0.3716,1,0.3838,Verified
7667,0.0838,0,0.0757,Verified
7668,0.0022,1,0.0021,Rejected
7669,0.2297,0,0.2176,Verified
7670,0.1111,0,0.1151,Rejected
7671,0.6911,1,0.7101,Review
7672,0.5111,1,0.5308,Verified
7673,0.5426,0,0.5535,Rejected
7674,0.9031,0,0.9222,Review
7675,0.741,1,0.6689,Verified
7676,0.9914,0,0.937,Verified
7677,0.1841,0,0.1837,Review
7678,0.4492,0,0.4524,Rejected
7679,0.0886,1,0.0819,Review
7680,0.7682,0,0.7525,Rejected
7681,0.8265,1,0.8222,Rejected
7682,0.1956,0,0.1893,Rejected
7683,0.9965,0,1.0,Verified
7684,0.4403,0,0.4093,Review
7685,0.1465,1,0.1364,Review
7686,0.4229,1,0.3882,Verified
7687,0.9601,0,0.8744,Review
7688,0.2163,0,0.2118,Review
7689,0.8119,0,0.7942,Review
7690,0.9463,1,0.9069,Verified
7691,0.4274,0,0.4413,Rejected
7692,0.859,0,0.8001,Verified
7693,0.6432,1,0.6751,Verified
7694,0.0088,1,0.008,Rejected
7695,0.4046,1,0.4219,Rejected
7696,0.6095,1,0.6388,Verified
7697,0.4257,0,0.3954,Rejected
7698,0.9258,0,0.9005,Review
7699,0.1863,1,0.1692,Verified
7700,0.0405,0,0.0393,Review
7701,0.5528,0,0.5161,Verified
7702,0.8009,1,0.7449,Review
7703,0.0536,1,0.0511,Review
7704,0.6597,1,0.6913,Rejected
7705,0.8326,1,0.7641,Rejected
7706,0.3339,0,0.3378,Review
7707,0.6487,1,0.6772,Rejected
7708,0.2334,0,0.2356,Review
7709,0.6556,0,0.6856,Rejected
7710,0.8707,0,0.9125,Review
7711,0.6215,0,0.6151,Rejected
7712,0.8461,1,0.7761,Review
7713,0.0881,1,0.0913,Rejected
7714,0.0786,1,0.0822,Rejected
7715,0.508,1,0.4599,Rejected
7716,0.5896,1,0.596,Rejected
7717,0.4901,1,0.5137,Verified
7718,0.296,0,0.267,Verified
7719,0.3717,0,0.3809,Verified
7720,0.7406,0,0.7478,Review
7721,0.4017,1,0.3962,Rejected
7722,0.7614,0,0.7241,Verified
7723,0.4281,1,0.3907,Rejected
7724,0.3898,1,0.3857,Verified
7725,0.4253,0,0.4204,Review
7726,0.7916,1,0.7421,Rejected
7727,0.297,0,0.3042,Review
7728,0.8353,1,0.7547,Review
7729,0.5101,0,0.4919,Verified
7730,0.51,0,0.462,Verified
7731,0.7789,1,0.7294,Rejected
7732,0.2387,1,0.2438,Rejected
7733,0.0429,1,0.0407,Verified
7734,0.1853,0,0.1881,Review
7735,0.9777,1,0.9834,Rejected
7736,0.1567,1,0.1643,Review
7737,0.1275,1,0.1301,Review
7738,0.3655,0,0.3342,Verified
7739,0.4905,1,0.4445,Verified
7740,0.9535,0,0.9642,Rejected
7741,0.2944,1,0.294,Verified
7742,0.6573,1,0.6851,Rejected
7743,0.7564,1,0.6972,Review
7744,0.6814,1,0.7002,Rejected
7745,0.1637,1,0.1692,Verified
7746,0.9879,0,0.9729,Rejected
7747,0.2105,0,0.2129,Rejected
7748,0.9591,1,0.9509,Review
7749,0.3415,0,0.3443,Review
7750,0.121,0,0.1145,Rejected
7751,0.3259,0,0.3393,Review
7752,0.3269,1,0.2976,Review
7753,0.6079,0,0.5562,Verified
7754,0.9594,1,0.955,Verified
7755,0.5446,1,0.5322,Review
7756,0.2281,0,0.228,Verified
7757,0.0987,1,0.1018,Rejected
7758,0.5153,0,0.5037,Review
7759,0.9523,0,0.9613,Review
7760,0.6923,0,0.6437,Verified
7761,0.2437,1,0.2205,Verified
7762,0.2745,0,0.2537,Review
7763,0.9799,1,0.998,Rejected
7764,0.7222,1,0.7012,Review
7765,0.563,0,0.582,Verified
7766,0.549,0,0.5404,Rejected
7767,0.2087,1,0.1882,Review
7768,0.1087,1,0.1018,Rejected
7769,0.7411,0,0.7469,Rejected
7770,0.7821,1,0.7644,Rejected
7771,0.7939,0,0.7583,Rejected
7772,0.4809,0,0.4873,Verified
7773,0.5992,0,0.5578,Verified
7774,0.8192,1,0.7823,Review
7775,0.0561,1,0.056,Verified
7776,0.4563,1,0.4444,Rejected
7777,0.4527,1,0.4529,Verified
7778,0.0153,0,0.0138,Verified
7779,0.154,1,0.1411,Verified
7780,0.1994,1,0.2015,Verified
7781,0.6233,0,0.6183,Review
7782,0.4391,1,0.4034,Review
7783,0.4005,1,0.3756,Verified
7784,0.7643,1,0.802,Rejected
7785,0.7058,0,0.732,Rejected
7786,0.8585,0,0.7801,Review
7787,0.7982,0,0.7751,Review
7788,0.6097,1,0.5988,Verified
7789,0.4352,1,0.4295,Review
7790,0.8333,0,0.7941,Rejected
7791,0.9029,0,0.8763,Verified
7792,0.7787,0,0.7028,Rejected
7793,0.4773,1,0.4677,Verified
7794,0.4322,0,0.4325,Verified
7795,0.8126,1,0.7949,Rejected
7796,0.1082,0,0.1054,Review
7797,0.8109,0,0.7613,Rejected
7798,0.0152,1,0.0158,Rejected
7799,0.3875,1,0.386,Review
7800,0.9638,0,0.9219,Rejected
7801,0.351,0,0.3202,Review
7802,0.9185,1,0.8412,Verified
7803,0.8428,1,0.8528,Verified
7804,0.9345,1,0.869,Review
7805,0.9502,1,0.8986,Review
7806,0.9527,0,0.8577,Verified
7807,0.4235,0,0.4373,Verified
7808,0.3757,0,0.3447,Review
7809,0.8749,1,0.8095,Review
7810,0.8922,1,0.9187,Verified
7811,0.0394,0,0.0368,Review
7812,0.4624,1,0.4482,Rejected
7813,0.0607,0,0.0583,Review
7814,0.0046,1,0.0046,Rejected
7815,0.8688,1,0.8321,Rejected
7816,0.233,0,0.2367,Verified
7817,0.9173,1,0.8766,Verified
7818,0.8206,1,0.7456,Review
7819,0.7159,1,0.6903,Rejected
7820,0.5247,1,0.5392,Rejected
7821,0.5307,0,0.5058,Verified
7822,0.9989,0,0.9844,Rejected
7823,0.05,1,0.0494,Verified
7824,0.8998,0,0.8327,Rejected
7825,0.2833,1,0.2883,Verified
7826,0.3941,0,0.371,Rejected
7827,0.004,0,0.0042,Rejected
7828,0.1038,0,0.0974,Rejected
7829,0.9146,0,0.8831,Verified
7830,0.1438,1,0.1478,Rejected
7831,0.2195,1,0.2049,Review
7832,0.8759,0,0.8195,Rejected
7833,0.7072,1,0.6865,Rejected
7834,0.1801,1,0.1808,Verified
7835,0.4973,1,0.4901,Rejected
7836,0.6863,0,0.709,Verified
7837,0.1855,0,0.1808,Verified
7838,0.1312,0,0.1326,Review
7839,0.8465,0,0.8147,Review
7840,0.8319,0,0.7792,Review
7841,0.0899,0,0.0837,Review
7842,0.1898,1,0.181,Review
7843,0.1844,0,0.1929,Verified
7844,0.9365,0,0.9742,Review
7845,0.5124,1,0.4791,Rejected
7846,0.448,1,0.451,Verified
7847,0.6123,0,0.5904,Rejected
7848,0.4985,0,0.5159,Rejected
7849,0.6206,1,0.5869,Review
7850,0.1411,0,0.1372,Review
7851,0.1528,1,0.1398,Verified
7852,0.1628,0,0.1602,Verified
7853,0.7467,0,0.7234,Verified
7854,0.6067,1,0.5859,Review
7855,0.0561,0,0.0517,Review
7856,0.9409,0,0.9076,Verified
7857,0.8243,0,0.7961,Review
7858,0.0719,1,0.0714,Rejected
7859,0.0904,1,0.0862,Rejected
7860,0.7782,1,0.7434,Review
7861,0.7604,1,0.7888,Review
7862,0.6888,0,0.7082,Verified
7863,0.3004,1,0.2906,Rejected
7864,0.0801,0,0.0811,Review
7865,0.9756,0,0.927,Review
7866,0.655,1,0.6134,Rejected
7867,0.8583,1,0.8252,Rejected
7868,0.8813,1,0.8707,Rejected
7869,0.0031,0,0.0028,Verified
7870,0.0909,1,0.0915,Review
7871,0.0121,0,0.0116,Verified
7872,0.8088,0,0.7498,Review
7873,0.6588,1,0.5988,Rejected
7874,0.45,1,0.43,Verified
7875,0.4101,0,0.3723,Rejected
7876,0.7136,1,0.7323,Rejected
7877,0.7807,1,0.8082,Verified
7878,0.1885,1,0.1784,Verified
7879,0.2414,0,0.25,Rejected
7880,0.8858,1,0.8035,Verified
7881,0.2249,1,0.2291,Review
7882,0.4654,0,0.4321,Verified
7883,0.8985,0,0.8092,Verified
7884,0.1075,1,0.1014,Rejected
7885,0.3434,1,0.36,Review
7886,0.9792,0,0.8957,Review
7887,0.4221,0,0.4376,Rejected
7888,0.7443,1,0.7753,Review
7889,0.8167,1,0.8069,Rejected
7890,0.8919,0,0.8397,Review
7891,0.81,1,0.7468,Verified
7892,0.1282,1,0.1285,Rejected
7893,0.1509,1,0.1434,Rejected
7894,0.2344,0,0.2383,Review
7895,0.2026,0,0.2101,Verified
7896,0.5476,1,0.5088,Verified
7897,0.7229,0,0.7451,Review
7898,0.6518,1,0.6096,Verified
7899,0.6986,1,0.7149,Rejected
7900,0.7847,1,0.7893,Review
7901,0.4416,1,0.4584,Rejected
7902,0.8936,1,0.9379,Verified
7903,0.0734,1,0.0729,Rejected
7904,0.7743,1,0.721,Review
7905,0.5424,0,0.5129,Review
7906,0.607,0,0.5825,Review
7907,0.2734,1,0.2544,Verified
7908,0.7976,0,0.7755,Verified
7909,0.4874,0,0.4873,Rejected
7910,0.3598,0,0.3467,Verified
7911,0.0917,0,0.0939,Verified
7912,0.0897,1,0.0852,Rejected
7913,0.1097,0,0.1095,Verified
7914,0.5856,1,0.5514,Verified
7915,0.647,0,0.5958,Verified
7916,0.3418,1,0.3456,Rejected
7917,0.1762,1,0.1693,Review
7918,0.6062,1,0.5874,Verified
7919,0.6167,1,0.5763,Review
7920,0.1825,1,0.1715,Review
7921,0.8067,0,0.7615,Review
7922,0.9958,0,0.9538,Review
7923,0.324,0,0.2975,Verified
7924,0.5322,1,0.5528,Rejected
7925,0.5649,1,0.5808,Verified
7926,0.9504,1,0.9684,Verified
7927,0.3889,0,0.4083,Verified
7928,0.7233,0,0.6984,Verified
7929,0.4246,1,0.4454,Review
7930,0.5184,1,0.521,Rejected
7931,0.5446,1,0.5588,Rejected
7932,0.5148,0,0.5128,Verified
7933,0.2182,1,0.1973,Rejected
7934,0.0914,0,0.0925,Verified
7935,0.7128,1,0.7183,Rejected
7936,0.9577,0,0.9893,Verified
7937,0.7766,0,0.7038,Rejected
7938,0.0048,1,0.0044,Review
7939,0.5768,1,0.5819,Rejected
7940,0.6968,0,0.7091,Verified
7941,0.1089,0,0.1108,Review
7942,0.0822,0,0.081,Verified
7943,0.628,0,0.5926,Review
7944,0.8045,0,0.7933,Review
7945,0.7881,1,0.7655,Verified
7946,0.7661,0,0.7974,Verified
7947,0.4737,0,0.4567,Review
7948,0.4725,0,0.4335,Rejected
7949,0.232,0,0.2149,Review
7950,0.2051,0,0.1871,Review
7951,0.3314,1,0.3092,Review
7952,0.7422,1,0.7182,Review
7953,0.3319,0,0.3246,Review
7954,0.723,0,0.7402,Verified
7955,0.6473,0,0.6262,Review
7956,0.571,0,0.5269,Rejected
7957,0.9966,1,0.978,Rejected
7958,0.0845,0,0.08,Review
7959,0.772,1,0.7335,Verified
7960,0.115,0,0.1184,Rejected
7961,0.042,1,0.0437,Review
7962,0.4798,1,0.4353,Verified
7963,0.2886,0,0.2719,Verified
7964,0.8153,1,0.8297,Review
7965,0.5866,1,0.5602,Verified
7966,0.9839,0,0.9806,Verified
7967,0.0287,0,0.0261,Verified
7968,0.493,1,0.4641,Verified
7969,0.451,1,0.4378,Verified
7970,0.124,1,0.1199,Review
7971,0.1108,1,0.1046,Review
7972,0.9838,1,0.8988,Review
7973,0.239,0,0.2209,Review
7974,0.1433,0,0.1405,Verified
7975,0.3405,0,0.352,Verified
7976,0.6278,1,0.5669,Verified
7977,0.7217,0,0.7474,Verified
7978,0.442,0,0.4106,Review
7979,0.3804,0,0.3734,Verified
7980,0.6596,0,0.6547,Rejected
7981,0.8252,1,0.8151,Review
7982,0.3133,0,0.3273,Verified
7983,0.7713,1,0.7801,Rejected
7984,0.8176,1,0.745,Review
7985,0.5694,0,0.5926,Review
7986,0.2824,1,0.2777,Rejected
7987,0.6342,1,0.5765,Verified
7988,0.9486,0,0.8909,Review
7989,0.7852,0,0.7481,Rejected
7990,0.3467,0,0.3152,Verified
7991,0.0508,0,0.049,Rejected
7992,0.481,1,0.4564,Verified
7993,0.5564,1,0.5602,Rejected
7994,0.4907,1,0.5102,Verified
7995,0.9183,0,0.919,Verified
7996,0.2743,0,0.2748,Review
7997,0.3149,1,0.2943,Rejected
7998,0.2356,0,0.2286,Review
7999,0.1251,0,0.1148,Rejected
8000,0.6835,0,0.6941,Rejected
8001,0.9985,0,0.9835,Review
8002,0.4578,0,0.4564,Rejected
8003,0.4441,1,0.4448,Review
8004,0.2552,0,0.2565,Verified
8005,0.605,0,0.5896,Review
8006,0.2991,0,0.3034,Review
8007,0.1112,0,0.1122,Review
8008,0.7826,0,0.7608,Verified
8009,0.8682,0,0.7816,Rejected
8010,0.1845,1,0.1742,Verified
8011,0.4215,1,0.442,Rejected
8012,0.7527,1,0.7199,Verified
8013,0.6847,1,0.6218,Verified
8014,0.9017,0,0.8597,Review
8015,0.5683,1,0.5383,Rejected
8016,0.1125,1,0.1073,Rejected
8017,0.4482,1,0.4463,Rejected
8018,0.6072,1,0.567,Verified
8019,0.1172,0,0.1112,Review
8020,0.1367,0,0.1375,Verified
8021,0.6117,0,0.594,Review
8022,0.6081,0,0.5584,Review
8023,0.2237,0,0.2161,Rejected
8024,0.7114,0,0.6735,Verified
8025,0.9989,1,0.9655,Review
8026,0.4884,1,0.4505,Review
8027,0.1175,0,0.1212,Review
8028,0.8669,1,0.9055,Verified
8029,0.1084,1,0.1008,Review
8030,0.2714,0,0.2456,Verified
8031,0.1023,1,0.0926,Review
8032,0.8172,1,0.8413,Verified
8033,0.3232,1,0.3307,Review
8034,0.242,1,0.2226,Verified
8035,0.3718,1,0.34,Verified
8036,0.9497,0,0.9077,Rejected
8037,0.716,1,0.7243,Review
8038,0.0386,0,0.0376,Verified
8039,0.1151,0,0.1167,Verified
8040,0.9876,0,1.0,Rejected
8041,0.6184,0,0.633,Review
8042,0.9374,0,0.8908,Verified
8043,0.5629,1,0.5497,Rejected
8044,0.8546,1,0.8423,Rejected
8045,0.9495,1,0.8573,Verified
8046,0.3875,1,0.3981,Review
8047,0.0263,0,0.0249,Verified
8048,0.8511,0,0.8605,Rejected
8049,0.1896,1,0.1732,Verified
8050,0.61,1,0.6021,Verified
8051,0.9215,1,0.9332,Rejected
8052,0.8374,0,0.7613,Rejected
8053,0.0277,1,0.0268,Review
8054,0.302,0,0.3085,Verified
8055,0.4939,0,0.4698,Rejected
8056,0.0075,1,0.0072,Review
8057,0.3574,0,0.352,Rejected
8058,0.407,1,0.3875,Verified
8059,0.2668,1,0.2787,Rejected
8060,0.3367,1,0.3226,Rejected
8061,0.0477,0,0.05,Verified
8062,0.4301,1,0.4353,Verified
8063,0.4151,1,0.4178,Verified
8064,0.3624,0,0.3298,Rejected
8065,0.9691,0,0.9276,Rejected
8066,0.192,1,0.1946,Rejected
8067,0.9607,0,0.9959,Rejected
8068,0.7195,1,0.6777,Review
8069,0.0376,0,0.0367,Rejected
8070,0.1674,1,0.1651,Review
8071,0.6307,0,0.5821,Rejected
8072,0.6492,1,0.6009,Review
8073,0.9974,1,1.0,Review
8074,0.6451,1,0.5909,Review
8075,0.7087,0,0.6865,Verified
8076,0.2215,1,0.2094,Rejected
8077,0.9818,0,1.0,Review
8078,0.8162,1,0.7633,Review
8079,0.5766,0,0.5521,Rejected
8080,0.3593,1,0.3563,Review
8081,0.3209,1,0.3079,Verified
8082,0.1835,0,0.1909,Verified
8083,0.682,1,0.6801,Verified
8084,0.4978,1,0.473,Rejected
8085,0.4077,0,0.4223,Review
8086,0.1416,1,0.1344,Rejected
8087,0.518,0,0.5053,Verified
8088,0.2803,0,0.2735,Rejected
8089,0.8382,1,0.7639,Verified
8090,0.4226,0,0.3965,Rejected
8091,0.6464,0,0.6277,Rejected
8092,0.1585,1,0.1495,Review
8093,0.7067,1,0.7323,Review
8094,0.1301,1,0.1317,Rejected
8095,0.2576,0,0.2341,Review
8096,0.415,1,0.419,Review
8097,0.0015,0,0.0015,Review
8098,0.2536,1,0.255,Review
8099,0.0794,0,0.0813,Verified
8100,0.3422,0,0.3112,Rejected
8101,0.3264,1,0.3426,Rejected
8102,0.1098,0,0.108,Verified
8103,0.8899,1,0.8175,Review
8104,0.3474,0,0.3384,Verified
8105,0.6522,1,0.626,Review
8106,0.2592,1,0.2469,Verified
8107,0.6958,1,0.6488,Review
8108,0.7231,1,0.751,Review
8109,0.709,0,0.6907,Rejected
8110,0.1619,0,0.1485,Rejected
8111,0.6205,0,0.6181,Rejected
8112,0.4644,1,0.4375,Review
8113,0.1677,0,0.1655,Review
8114,0.4316,0,0.4457,Rejected
8115,0.2899,1,0.275,Verified
8116,0.7369,1,0.7457,Review
8117,0.8081,1,0.8304,Review
8118,0.0376,1,0.0394,Verified
8119,0.9158,0,0.9592,Rejected
8120,0.5153,1,0.5228,Rejected
8121,0.4811,1,0.4957,Rejected
8122,0.2943,1,0.2734,Review
8123,0.2073,1,0.2111,Review
8124,0.0549,0,0.0543,Rejected
8125,0.4345,1,0.3987,Rejected
8126,0.9868,1,1.0,Verified
8127,0.7521,0,0.7279,Verified
8128,0.7955,0,0.7916,Rejected
8129,0.8975,1,0.8964,Rejected
8130,0.4827,1,0.4438,Verified
8131,0.9338,0,0.8926,Verified
8132,0.8247,0,0.8374,Review
8133,0.4896,0,0.4715,Verified
8134,0.5876,0,0.5833,Review
8135,0.2236,0,0.2203,Rejected
8136,0.8852,1,0.8761,Rejected
8137,0.6689,1,0.62,Rejected
8138,0.9648,1,0.8704,Review
8139,0.0628,0,0.0581,Rejected
8140,0.2697,0,0.2598,Rejected
8141,0.7077,0,0.7317,Review
8142,0.7713,1,0.7469,Review
8143,0.7978,0,0.8032,Review
8144,0.2871,1,0.2753,Verified
8145,0.7186,0,0.6642,Rejected
8146,0.6798,1,0.6389,Review
8147,0.8477,1,0.826,Review
8148,0.2494,0,0.2561,Verified
8149,0.4552,1,0.447,Verified
8150,0.8138,0,0.7837,Verified
8151,0.0529,0,0.0514,Verified
8152,0.0872,1,0.0896,Verified
8153,0.5531,1,0.5194,Verified
8154,0.133,1,0.139,Verified
8155,0.1045,0,0.0975,Review
8156,0.7072,0,0.6761,Rejected
8157,0.2694,0,0.2626,Verified
8158,0.029,1,0.0303,Verified
8159,0.5118,0,0.4737,Rejected
8160,0.4938,0,0.4803,Verified
8161,0.0571,0,0.0593,Rejected
8162,0.8241,1,0.8167,Rejected
8163,0.7667,1,0.7746,Review
8164,0.3814,0,0.391,Review
8165,0.1025,1,0.1008,Rejected
8166,0.6764,0,0.6395,Review
8167,0.9672,1,0.9731,Review
8168,0.0687,1,0.0683,Verified
8169,0.8644,0,0.8433,Verified
8170,0.5529,0,0.5704,Rejected
8171,0.2472,1,0.2267,Review
8172,0.8924,0,0.9161,Verified
8173,0.0299,0,0.0314,Verified
8174,0.3668,1,0.3576,Verified
8175,0.4048,0,0.4152,Verified
8176,0.7665,1,0.7576,Rejected
8177,0.8282,0,0.7583,Verified
8178,0.9646,0,0.9627,Review
8179,0.3297,0,0.3092,Review
8180,0.2084,0,0.2018,Review
8181,0.3599,1,0.3528,Rejected
8182,0.5094,0,0.4943,Review
8183,0.1159,1,0.1204,Review
8184,0.0571,0,0.0524,Review
8185,0.9514,0,0.9698,Review
8186,0.3087,1,0.3224,Verified
8187,0.8281,1,0.7559,Verified
8188,0.7318,0,0.7338,Rejected
8189,0.3591,1,0.3564,Rejected
8190,0.0304,0,0.0289,Verified
8191,0.583,0,0.5519,Rejected
8192,0.1093,0,0.114,Verified
8193,0.4241,1,0.4297,Verified
8194,0.383,0,0.3544,Verified
8195,0.8724,0,0.8419,Review
8196,0.9822,0,0.9908,Verified
8197,0.4318,0,0.4453,Verified
8198,0.7825,1,0.7943,Review
8199,0.7581,1,0.77,Rejected
8200,0.319,0,0.3119,Review
8201,0.6868,0,0.7016,Review
8202,0.8711,0,0.8055,Review
8203,0.9068,0,0.8326,Verified
8204,0.3218,1,0.3157,Verified
8205,0.7598,0,0.7805,Rejected
8206,0.7018,0,0.6904,Verified
8207,0.1067,1,0.0978,Review
8208,0.5675,0,0.5257,Rejected
8209,0.0575,0,0.0602,Verified
8210,0.5043,0,0.5272,Verified
8211,0.5042,0,0.4766,Review
8212,0.6995,1,0.65,Rejected
8213,0.2259,1,0.2147,Review
8214,0.9985,0,0.9564,Verified
8215,0.1373,1,0.1297,Review
8216,0.09,0,0.0898,Rejected
8217,0.4311,1,0.4279,Verified
8218,0.2833,1,0.2933,Verified
8219,0.0355,0,0.0348,Review
8220,0.1611,0,0.1689,Verified
8221,0.3794,1,0.3436,Rejected
8222,0.3961,1,0.4094,Verified
8223,0.3459,1,0.3337,Review
8224,0.3678,0,0.3563,Review
8225,0.3294,0,0.3017,Rejected
8226,0.1417,1,0.142,Rejected
8227,0.0841,0,0.081,Rejected
8228,0.6198,0,0.6415,Rejected
8229,0.3835,1,0.3464,Review
8230,0.2244,0,0.2024,Review
8231,0.8759,1,0.8495,Verified
8232,0.7779,1,0.7681,Review
8233,0.5567,0,0.544,Rejected
8234,0.2922,1,0.278,Verified
8235,0.4207,0,0.3996,Verified
8236,0.8214,0,0.7662,Rejected
8237,0.3672,1,0.3845,Rejected
8238,0.6686,1,0.6139,Verified
8239,0.5083,0,0.5308,Rejected
8240,0.4339,1,0.4046,Review
8241,0.0499,1,0.0491,Verified
8242,0.8175,0,0.8352,Rejected
8243,0.126,1,0.1293,Verified
8244,0.3658,0,0.3692,Rejected
8245,0.7714,1,0.7061,Review
8246,0.348,0,0.3592,Verified
8247,0.8644,0,0.86,Review
8248,0.8721,1,0.9094,Verified
8249,0.0696,1,0.0644,Rejected
8250,0.1623,0,0.1549,Rejected
8251,0.7742,1,0.7798,Verified
8252,0.0633,1,0.0578,Review
8253,0.4448,1,0.4197,Rejected
8254,0.229,1,0.2354,Review
8255,0.0386,1,0.0399,Verified
8256,0.5781,1,0.6065,Rejected
8257,0.066,0,0.0677,Verified
8258,0.1794,1,0.1823,Verified
8259,0.634,0,0.6341,Verified
8260,0.5034,0,0.4996,Verified
8261,0.5445,0,0.5224,Review
8262,0.7972,1,0.7663,Review
8263,0.8117,1,0.7496,Rejected
