sample_id,sep_score,semantic_entropy,kernel_language_entropy,nli_agreement,retrieval_confidence,symbolic_verification,temporal_validation,cross_model_agreement,critic_score,calibration_factor,fusion_trust_score,risk_level,verified
7902,0.543901,0.901234,0.567904,0.662753,0.149541,0.918948,0.701824,0.321824,0.132143,0.828472,0.305662,High,0
7903,0.987023,0.516031,0.844695,0.029867,0.898251,0.282227,0.132438,0.016764,0.178878,0.881573,0.349906,High,0
7904,0.888,0.24257,0.374608,0.446738,0.54491,0.493535,0.218681,0.688273,0.164869,0.889931,0.541384,High,0
7905,0.556034,0.928121,0.141181,0.610417,0.871437,0.190768,0.977477,0.417694,0.450897,0.981706,0.541758,High,0
7906,0.051758,0.135384,0.517043,0.318771,0.291286,0.235397,0.266249,0.28945,0.474348,0.810876,0.30683,High,0
7907,0.943118,0.782074,0.304903,0.863021,0.894044,0.627632,0.252399,0.948995,0.608818,0.810489,0.611631,Medium,0
7908,0.068683,0.83582,0.269884,0.186174,0.161042,0.852065,0.758062,0.251147,0.269622,0.90298,0.282112,High,0
7909,0.527528,0.752538,0.843791,0.517917,0.646079,0.722323,0.701074,0.765685,0.919911,0.807692,0.418095,High,0
7910,0.577363,0.526019,0.147993,0.947493,0.351331,0.67086,0.124838,0.383084,0.676508,0.852097,0.528171,High,0
7911,0.687574,0.102626,0.401968,0.015756,0.389974,0.283774,0.27948,0.587467,0.10135,0.990002,0.468312,High,0
7912,0.928439,0.634657,0.751894,0.761736,0.214015,0.590393,0.010895,0.89568,0.038427,0.868813,0.484987,High,0
7913,0.961505,0.212681,0.460511,0.971742,0.220563,0.664692,0.660741,0.441831,0.422533,0.967531,0.664408,Medium,0
7914,0.976169,0.967517,0.149349,0.533705,0.136873,0.409318,0.533253,0.097872,0.579628,0.895243,0.437874,High,0
7915,0.150844,0.133209,0.404455,0.232265,0.187758,0.563663,0.392312,0.195087,0.446579,0.945677,0.358529,High,0
7916,0.971063,0.752231,0.8063,0.258773,0.20551,0.727546,0.61599,0.074396,0.872522,0.96641,0.449132,High,0
7917,0.928089,0.4924,0.135412,0.990826,0.727046,0.428556,0.521127,0.100609,0.286115,0.953093,0.685903,Medium,0
7918,0.866236,0.404942,0.419857,0.414083,0.299784,0.394559,0.190181,7.1e-05,0.073734,0.876414,0.373258,High,0
7919,0.901152,0.688916,0.650244,0.964031,0.651016,0.64075,0.013779,0.65224,0.372023,0.891152,0.551439,High,0
7920,0.427506,0.725523,0.047918,0.502856,0.819844,0.553294,0.369634,0.409745,0.877403,0.99149,0.544768,High,0
7921,0.850686,0.577131,0.210734,0.972468,0.74763,0.342378,0.065628,0.349926,0.602791,0.911111,0.575876,High,0
7922,0.482267,0.371238,0.29929,0.665972,0.265598,0.342294,0.831248,0.519739,0.00793,0.889921,0.458309,High,0
7923,0.710756,0.224525,0.175243,0.687366,0.075843,0.193561,0.753895,0.838521,0.556202,0.901784,0.526019,High,0
7924,0.156533,0.39029,0.991985,0.453758,0.051503,0.532834,0.622592,0.151092,0.226141,0.845278,0.225968,High,0
7925,0.525103,0.91194,0.132098,0.83229,0.846813,0.76615,0.449417,0.542818,0.591596,0.959131,0.623036,Medium,0
7926,0.568025,0.615784,0.394664,0.610363,0.550376,0.880754,0.24597,0.461563,0.43463,0.846785,0.411781,High,0
7927,0.25222,0.339203,0.209662,0.10454,0.918024,0.793108,0.328963,0.215096,0.089826,0.941,0.472492,High,0
7928,0.120595,0.837056,0.362076,0.072902,0.181101,0.418605,0.379885,0.827235,0.386207,0.90755,0.240028,High,0
7929,0.577271,0.2084,0.750444,0.158036,0.336074,0.067793,0.858555,0.094887,0.682117,0.875781,0.384292,High,0
7930,0.319457,0.383472,0.414928,0.206752,0.034856,0.26489,0.94908,0.513108,0.608772,0.855563,0.333808,High,0
7931,0.514742,0.762584,0.533226,0.164468,0.025575,0.380783,0.181927,0.300895,0.076401,0.95461,0.261941,High,0
7932,0.686595,0.411602,0.584697,0.719824,0.101786,0.594654,0.614526,0.931728,0.4129,0.874827,0.457734,High,0
7933,0.628797,0.317724,0.432225,0.852023,0.590756,0.569482,0.66042,0.007825,0.464432,0.886802,0.523567,High,0
7934,0.519728,0.979475,0.789588,0.407652,0.120078,0.537683,0.522131,0.734177,0.513127,0.889501,0.288576,High,0
7935,0.602031,0.55207,0.233033,0.293509,0.827223,0.792556,0.773953,0.248164,0.209773,0.824866,0.420448,High,0
7936,0.241857,0.104516,0.760358,0.364432,0.640111,0.987909,0.095325,0.019224,0.31809,0.968332,0.443168,High,0
7937,0.807819,0.387979,0.255765,0.409462,0.904459,0.760502,0.06196,0.78662,0.842774,0.824715,0.563166,High,0
7938,0.649747,0.233211,0.746521,0.058978,0.833636,0.355525,0.38316,0.590465,0.35281,0.848874,0.43118,High,0
7939,0.476553,0.186682,0.73746,0.730464,0.860133,0.529431,0.548642,0.943852,0.791481,0.994611,0.670181,Medium,0
7940,0.72236,0.305389,0.19878,0.184314,0.237642,0.159622,0.181002,0.821073,0.061951,0.839839,0.379836,High,0
7941,0.25541,0.909803,0.811989,0.864059,0.093513,0.257944,0.026135,0.813413,0.620516,0.938212,0.339066,High,0
7942,0.431562,0.38178,0.772608,0.663811,0.25875,0.862917,0.446889,0.056414,0.772942,0.882167,0.411792,High,0
7943,0.985672,0.509716,0.602849,0.692829,0.515749,0.68319,0.848406,0.107367,0.075571,0.814783,0.488888,High,0
7944,0.547956,0.217842,0.796096,0.828195,0.845819,0.604503,0.194953,0.654183,0.07332,0.925841,0.526412,High,0
7945,0.484007,0.631338,0.226812,0.390921,0.463168,0.198577,0.147026,0.929623,0.54447,0.981824,0.451846,High,0
7946,0.633098,0.83605,0.878623,0.445697,0.530486,0.036755,0.691237,0.166271,0.990491,0.888791,0.400737,High,0
7947,0.798693,0.387278,0.383199,0.455637,0.013694,0.377586,0.715394,0.345084,0.87555,0.945774,0.462596,High,0
7948,0.668386,0.924018,0.539233,0.085005,0.29254,0.713589,0.934567,0.499455,0.578244,0.83076,0.360641,High,0
7949,0.013903,0.030352,0.085617,0.615471,0.097284,0.494741,0.468557,0.660796,0.747271,0.882176,0.42326,High,0
7950,0.862525,0.639812,0.14225,0.404556,0.06755,0.815826,0.035752,0.974218,0.953717,0.844985,0.478043,High,0
7951,0.258816,0.666831,0.642315,0.185024,0.085123,0.432458,0.536329,0.370652,0.182628,0.861304,0.232513,High,0
7952,0.658783,0.068164,0.369569,0.836644,0.43692,0.612938,0.52331,0.135168,0.52501,0.812561,0.495936,High,0
7953,0.229774,0.505239,0.807651,0.89685,0.197661,0.189007,0.80016,0.840047,0.390148,0.816967,0.339729,High,0
7954,0.639934,0.380689,0.306585,0.337239,0.913214,0.320263,0.929583,0.581374,0.008717,0.875407,0.545598,High,0
7955,0.091866,0.860309,0.168593,0.879701,0.89837,0.217875,0.776895,0.930392,0.434511,0.951735,0.511167,High,0
7956,0.851172,0.639709,0.932482,0.290326,0.293749,0.957672,0.022781,0.08244,0.209731,0.800963,0.286087,High,0
7957,0.64627,0.729238,0.898281,0.022081,0.404553,0.183443,0.81847,0.942847,0.597855,0.892531,0.348847,High,0
7958,0.124011,0.81489,0.327065,0.741193,0.190686,0.236615,0.132835,0.09777,0.256206,0.819521,0.287159,High,0
7959,0.772226,0.227674,0.352989,0.264224,0.07235,0.610435,0.951681,0.950992,0.250466,0.964137,0.520354,High,0
7960,0.643246,0.135047,0.010309,0.082414,0.135637,0.436385,0.091861,0.687594,0.669836,0.820689,0.364495,High,0
7961,0.758436,0.862762,0.422006,0.406805,0.533489,0.533723,0.543335,0.293756,0.718289,0.923252,0.437713,High,0
7962,0.920522,0.017313,0.933064,0.581006,0.236397,0.023914,0.568663,0.137364,0.447494,0.925235,0.490369,High,0
7963,0.57072,0.469925,0.458582,0.237094,0.639653,0.686789,0.060242,0.785651,0.489749,0.998905,0.48344,High,0
7964,0.418885,0.944871,0.814782,0.28585,0.873793,0.658086,0.270387,0.197241,0.191019,0.860189,0.30697,High,0
7965,0.829839,0.867594,0.033699,0.056082,0.830037,0.340864,0.910311,0.189795,0.07407,0.96201,0.441364,High,0
7966,0.656575,0.338299,0.629896,0.584038,0.430968,0.208824,0.244893,0.155171,0.158612,0.959277,0.434491,High,0
7967,0.050054,0.124915,0.107804,0.551467,0.031274,0.605594,0.423629,0.009548,0.949419,0.809662,0.343601,High,0
7968,0.105945,0.04274,0.178649,0.802643,0.971757,0.531503,0.002493,0.19726,0.536564,0.961733,0.588753,High,0
7969,0.354265,0.333996,0.596492,0.512292,0.018015,0.739232,0.054803,0.396399,0.145335,0.89061,0.350986,High,0
7970,0.490003,0.151029,0.135307,0.939139,0.908876,0.974569,0.561315,0.720176,0.549049,0.958709,0.727907,Medium,1
7971,0.116851,0.247721,0.622833,0.617786,0.37936,0.403468,0.607959,0.933325,0.812871,0.954664,0.453447,High,0
7972,0.147066,0.073962,0.208672,0.167853,0.488288,0.93073,0.811723,0.624875,0.785817,0.929598,0.520203,High,0
7973,0.389386,0.666044,0.785917,0.818643,0.582887,0.511362,0.282958,0.827027,0.975089,0.990654,0.531666,High,0
7974,0.479563,0.45802,0.486677,0.047321,0.656472,0.552788,0.100571,0.446094,0.745105,0.815587,0.364456,High,0
7975,0.414857,0.816847,0.172635,0.608427,0.064315,0.078026,0.390115,0.442149,0.415541,0.873597,0.313747,High,0
7976,0.768033,0.609149,0.208036,0.203312,0.808046,0.479248,0.188765,0.443498,0.81822,0.82951,0.479691,High,0
7977,0.45902,0.650013,0.753959,0.868235,0.232301,0.590436,0.490534,0.418666,0.663089,0.977159,0.464707,High,0
7978,0.535518,0.358646,0.228062,0.612825,0.154076,0.979682,0.606518,0.581923,0.639042,0.973285,0.565137,High,0
7979,0.28773,0.44465,0.546738,0.324845,0.740931,0.780245,0.242884,0.199393,0.957633,0.805254,0.354905,High,0
7980,0.628078,0.157663,0.253721,0.422593,0.198715,0.161728,0.51891,0.968061,0.298288,0.929258,0.478108,High,0
7981,0.06143,0.651222,0.425099,0.303991,0.827112,0.826486,0.133611,0.508851,0.753332,0.985721,0.393572,High,0
7982,0.548426,0.457928,0.962028,0.856361,0.546605,0.318437,0.245493,0.265567,0.963929,0.965016,0.482831,High,0
7983,0.936156,0.740745,0.997826,0.039833,0.752287,0.298089,0.395287,0.152608,0.428754,0.981006,0.420515,High,0
7984,0.045892,0.386078,0.255866,0.108151,0.987452,0.26633,0.115394,0.500163,0.71589,0.909768,0.358043,High,0
7985,0.738467,0.032361,0.986044,0.990997,0.912765,0.888638,0.460928,0.794042,0.425474,0.804835,0.601301,Medium,0
7986,0.018605,0.227201,0.202588,0.994051,0.239431,0.245262,0.425827,0.479448,0.60721,0.94372,0.446035,High,0
7987,0.680285,0.771146,0.368866,0.867902,0.695193,0.913905,0.734061,0.914841,0.590087,0.91869,0.638768,Medium,0
7988,0.192119,0.399812,0.626851,0.626597,0.115219,0.238125,0.507956,0.972808,0.632573,0.997928,0.458995,High,0
7989,0.461756,0.059805,0.350463,0.160023,0.865107,0.469739,0.468893,0.521403,0.01089,0.917845,0.515826,High,0
7990,0.723506,0.016188,0.145456,0.932573,0.238039,0.49433,0.550177,0.588425,0.65318,0.966132,0.675305,Medium,0
7991,0.965322,0.355602,0.33079,0.065067,0.792223,0.063749,0.687291,0.813404,0.715799,0.910852,0.529591,High,0
7992,0.608752,0.095359,0.86229,0.307019,0.48596,0.487113,0.492618,0.217095,0.378495,0.843996,0.417108,High,0
7993,0.272067,0.415393,0.266725,0.733911,0.868942,0.819692,0.022067,0.416794,0.481378,0.979336,0.547881,High,0
7994,0.675105,0.603148,0.235577,0.243604,0.391208,0.466127,0.566506,0.138295,0.48413,0.93905,0.455913,High,0
7995,0.911053,0.845453,0.172988,0.585913,0.233464,0.585145,0.661926,0.699687,0.889237,0.997273,0.608061,Medium,0
7996,0.511587,0.980698,0.827732,0.250349,0.881613,0.208591,0.452937,0.395237,0.292888,0.953019,0.360522,High,0
7997,0.685774,0.315791,0.429595,0.14807,0.322346,0.65119,0.417522,0.525944,0.767428,0.88001,0.446696,High,0
7998,0.853385,0.340084,0.044187,0.745788,0.575977,0.38281,0.52956,0.221419,0.233905,0.965112,0.589336,High,0
7999,0.12898,0.222302,0.575561,0.797149,0.57361,0.965125,0.527542,0.79481,0.550038,0.893308,0.517029,High,0
8000,0.250506,0.445121,0.403979,0.835596,0.427487,0.262666,0.282782,0.129577,0.40984,0.898673,0.431886,High,0
8001,0.873056,0.926859,0.798951,0.864729,0.969693,0.327258,0.812264,0.759537,0.108247,0.901333,0.612087,Medium,0
8002,0.449433,0.534152,0.813476,0.483532,0.178415,0.935785,0.577886,0.851381,0.661811,0.948057,0.449875,High,0
8003,0.84835,0.593841,0.894699,0.202622,0.892134,0.802867,0.382047,0.953417,0.686006,0.900368,0.51157,High,0
8004,0.417943,0.980849,0.680229,0.497022,0.872476,0.827518,0.896804,0.952513,0.900446,0.931925,0.478745,High,0
8005,0.157783,0.267523,0.176396,0.289979,0.924034,0.41147,0.787989,0.298401,0.049008,0.848187,0.455825,High,0
8006,0.326229,0.682083,0.954615,0.732322,0.849463,0.960963,0.459775,0.29133,0.752042,0.952175,0.486222,High,0
8007,0.836224,0.236487,0.771273,0.870766,0.411241,0.283282,0.048101,0.239311,0.659876,0.81025,0.466,High,0
8008,0.327902,0.87124,0.199922,0.845429,0.615562,0.355636,0.397097,0.261475,0.39932,0.855537,0.411433,High,0
8009,0.692442,0.332852,0.037486,0.611768,0.702765,0.949167,0.744523,0.964943,0.973812,0.921939,0.689488,Medium,0
8010,0.626523,0.949164,0.534721,0.595878,0.578602,0.041266,0.977384,0.217246,0.876373,0.892161,0.442495,High,0
8011,0.649133,0.513655,0.566286,0.556229,0.206768,0.661198,0.981493,0.012154,0.299457,0.967662,0.513081,High,0
8012,0.837942,0.172319,0.511321,0.234646,0.156482,0.110165,0.975078,0.34995,0.574717,0.840815,0.431125,High,0
8013,0.228817,0.626869,0.702528,0.643665,0.932633,0.977193,0.799716,0.163221,0.700032,0.913433,0.547049,High,0
8014,0.074282,0.567086,0.054814,0.033015,0.972207,0.852562,0.330119,0.862765,0.764629,0.902795,0.461003,High,0
8015,0.109107,0.758063,0.641702,0.034839,0.879988,0.33294,0.636189,0.980948,0.553569,0.85312,0.351776,High,0
8016,0.665513,0.584881,0.470209,0.650939,0.426464,0.67749,0.663567,0.332569,0.426669,0.973602,0.53124,High,0
8017,0.676478,0.626057,0.606074,0.90035,0.226296,0.677443,0.591208,0.774381,0.975242,0.922775,0.606243,Medium,0
8018,0.016871,0.956359,0.890159,0.723011,0.847494,0.982249,0.652474,0.749102,0.709098,0.8805,0.392181,High,0
8019,0.039607,0.330133,0.734968,0.289694,0.648542,0.646505,0.185853,0.499774,0.155957,0.829537,0.289803,High,0
8020,0.49735,0.621066,0.48821,0.150897,0.001903,0.368354,0.510836,0.506265,0.344657,0.850021,0.284981,High,0
8021,0.967992,0.863397,0.030342,0.489886,0.782864,0.212417,0.118698,0.430259,0.159359,0.979157,0.571977,High,0
8022,0.29572,0.336372,0.878435,0.082173,0.581343,0.237975,0.263451,0.788733,0.547128,0.955987,0.341914,High,0
8023,0.956482,0.567056,0.160466,0.745549,0.056734,0.322268,0.548973,0.740757,0.552844,0.810508,0.495586,High,0
8024,0.614916,0.068282,0.11724,0.820779,0.891962,0.699826,0.357381,0.931503,0.082078,0.923494,0.640218,Medium,0
8025,0.556103,0.032318,0.388973,0.592688,0.282623,0.93868,0.741595,0.705427,0.112527,0.953123,0.594074,High,0
8026,0.980971,0.152433,0.742957,0.829682,0.674124,0.233325,0.569935,0.659369,0.621632,0.823664,0.594537,High,0
8027,0.58776,0.932823,0.650203,0.933756,0.902663,0.151088,0.806408,0.892499,0.662955,0.936764,0.537942,High,0
8028,0.405923,0.173708,0.386263,0.839138,0.570972,0.521362,0.969557,0.623307,0.268515,0.96687,0.651213,Medium,0
8029,0.121513,0.859534,0.581197,0.260902,0.115917,0.316267,0.579234,0.279728,0.220154,0.804122,0.184825,High,0
8030,0.41708,0.303136,0.52543,0.187299,0.80673,0.35235,0.832791,0.896288,0.474505,0.809624,0.422966,High,0
8031,0.691253,0.904788,0.346038,0.205103,0.190626,0.409113,0.225279,0.223753,0.338829,0.870073,0.223513,High,0
8032,0.956301,0.480893,0.295299,0.337059,0.490934,0.724207,0.852962,0.37238,0.437344,0.8597,0.510751,High,0
8033,0.062083,0.420131,0.015419,0.364451,0.676311,0.802549,0.182511,0.862058,0.028466,0.956011,0.451061,High,0
8034,0.46986,0.656233,0.923779,0.538853,0.169734,0.768006,0.769529,0.493535,0.049629,0.977756,0.380488,High,0
8035,0.407013,0.554973,0.284085,0.481794,0.604347,0.368487,0.290609,0.295418,0.871014,0.840242,0.439295,High,0
8036,0.72028,0.874342,0.909282,0.550819,0.847231,0.749626,0.327185,0.177892,0.920381,0.869023,0.474419,High,0
8037,0.428911,0.80555,0.41691,0.062499,0.607492,0.896114,0.359484,0.064826,0.4751,0.991408,0.367582,High,0
8038,0.586851,0.691604,0.980634,0.000374,0.131462,0.542524,0.363021,0.392475,0.027907,0.816886,0.21229,High,0
8039,0.747433,0.950711,0.353501,0.217771,0.419042,0.076005,0.484795,0.660075,0.270475,0.882391,0.363281,High,0
8040,0.795338,0.91362,0.933801,0.875848,0.231058,0.533699,0.416605,0.056041,0.489764,0.834931,0.386907,High,0
8041,0.433088,0.741946,0.039107,0.261389,0.056379,0.017384,0.244593,0.263926,0.986519,0.882157,0.319305,High,0
8042,0.228592,0.211546,0.602254,0.182606,0.492217,0.762124,0.690643,0.826225,0.090375,0.896718,0.407681,High,0
8043,0.94913,0.891208,0.775605,0.505991,0.80659,0.906666,0.161341,0.379022,0.85332,0.961875,0.520002,High,0
8044,0.422578,0.507015,0.549791,0.78109,0.452247,0.937655,0.958267,0.388774,0.065481,0.919627,0.490503,High,0
8045,0.293755,0.594267,0.848375,0.442467,0.742188,0.680237,0.668959,0.963819,0.490284,0.946516,0.465832,High,0
8046,0.273262,0.39253,0.606052,0.997686,0.329532,0.267556,0.365175,0.916294,0.209568,0.991113,0.474742,High,0
8047,0.7684,0.873718,0.552347,0.076694,0.101125,0.146545,0.597709,0.372498,0.391589,0.85851,0.280925,High,0
8048,0.481731,0.993211,0.176837,0.813295,0.961877,0.764061,0.881644,0.200333,0.314008,0.996967,0.583306,High,0
8049,0.740397,0.760526,0.365637,0.387626,0.815276,0.666853,0.45522,0.89602,0.029966,0.801692,0.422071,High,0
8050,0.240739,0.270257,0.571,0.176308,0.748688,0.852978,0.65079,0.021045,0.505497,0.967731,0.446445,High,0
8051,0.862794,0.508913,0.228033,0.308275,0.691946,0.681812,0.695732,0.196944,0.409957,0.897785,0.567778,High,0
8052,0.838525,0.207158,0.198899,0.502584,0.476191,0.903625,0.175628,0.390036,0.146294,0.913427,0.571646,High,0
8053,0.835153,0.404989,0.710454,0.335379,0.390911,0.988671,0.800786,0.611643,0.9141,0.866233,0.51012,High,0
8054,0.41577,0.55238,0.063772,0.65003,0.443941,0.547748,0.752594,0.379369,0.19088,0.953627,0.480279,High,0
8055,0.210706,0.323787,0.958159,0.279693,0.588827,0.955415,0.935536,0.37362,0.965242,0.813512,0.390585,High,0
8056,0.847703,0.03023,0.083488,0.166275,0.11199,0.592147,0.352423,0.271905,0.033719,0.837063,0.403826,High,0
8057,0.097682,0.171858,0.128227,0.969526,0.025974,0.846268,0.296084,0.259079,0.607089,0.805767,0.415168,High,0
8058,0.19925,0.745832,0.820775,0.929372,0.366469,0.707146,0.067572,0.886904,0.496388,0.914115,0.375246,High,0
8059,0.509,0.740913,0.420659,0.386616,0.991911,0.749589,0.109854,0.524545,0.631984,0.914223,0.496494,High,0
8060,0.817682,0.140127,0.618846,0.978365,0.691062,0.092641,0.56128,0.659414,0.646097,0.854418,0.655152,Medium,0
8061,0.447961,0.557304,0.450575,0.079767,0.443268,0.217829,0.34527,0.656268,0.139837,0.891324,0.310684,High,0
8062,0.205597,0.539985,0.78724,0.450984,0.053209,0.604731,0.456938,0.258132,0.461342,0.872541,0.293123,High,0
8063,0.942278,0.668672,0.474561,0.29124,0.75456,0.992623,0.332519,0.034766,0.417645,0.895363,0.461514,High,0
8064,0.397063,0.640935,0.76297,0.18418,0.229891,0.550082,0.073924,0.829967,0.351394,0.906446,0.313744,High,0
8065,0.711744,0.436359,0.434398,0.785538,0.247012,0.028146,0.982274,0.029559,0.365825,0.914727,0.484455,High,0
8066,0.41503,0.115502,0.001133,0.430158,0.876273,0.948265,0.906419,0.107786,0.519137,0.859769,0.511654,High,0
8067,0.924401,0.67098,0.846828,0.242861,0.76608,0.206896,0.09471,0.369072,0.029719,0.820121,0.324855,High,0
8068,0.56833,0.671741,0.625504,0.393909,0.870774,0.186677,0.396092,0.904498,0.973467,0.989352,0.543539,High,0
8069,0.37235,0.645028,0.673553,0.990087,0.958545,0.195961,0.467639,0.89617,0.420767,0.838952,0.502642,High,0
8070,0.422454,0.614547,0.643982,0.684714,0.72634,0.707323,0.784731,0.358987,0.154998,0.955126,0.502877,High,0
8071,0.336829,0.331093,0.560819,0.377426,0.144663,0.815002,0.644429,0.16994,0.092457,0.884452,0.354651,High,0
8072,0.847756,0.891765,0.802274,0.226548,0.098283,0.063465,0.552281,0.201164,0.808019,0.831388,0.292473,High,0
8073,0.371195,0.255968,0.221553,0.726688,0.294599,0.017152,0.003606,0.856632,0.646969,0.82089,0.41356,High,0
8074,0.188367,0.506822,0.048766,0.196957,0.943963,0.821627,0.542338,0.121213,0.092363,0.814471,0.39104,High,0
8075,0.754378,0.750174,0.764131,0.03425,0.733677,0.678142,0.760032,0.868187,0.818446,0.955158,0.495725,High,0
8076,0.987596,0.610387,0.115995,0.069409,0.885635,0.192711,0.732908,0.215519,0.612355,0.804707,0.449454,High,0
8077,0.121806,0.537273,0.785858,0.996968,0.46128,0.570594,0.118418,0.73868,0.853282,0.939549,0.434264,High,0
8078,0.547123,0.509561,0.790018,0.490721,0.775703,0.110433,0.254993,0.551672,0.000766,0.910544,0.372132,High,0
8079,0.406439,0.891188,0.066322,0.660624,0.459622,0.207611,0.822133,0.174996,0.809209,0.940988,0.460645,High,0
8080,0.541714,0.546229,0.039187,0.794822,0.886572,0.553046,0.324577,0.350798,0.253731,0.965709,0.586983,High,0
8081,0.378471,0.677335,0.749451,0.640264,0.650959,0.512409,0.170217,0.443363,0.012034,0.975699,0.423006,High,0
8082,0.292722,0.936516,0.913957,0.113241,0.892331,0.773791,0.888063,0.526162,0.708337,0.875632,0.342782,High,0
8083,0.510716,0.025736,0.558051,0.041524,0.023932,0.444669,0.936309,0.457912,0.805154,0.929655,0.381361,High,0
8084,0.078374,0.165662,0.842508,0.815143,0.93841,0.649441,0.0625,0.671542,0.134401,0.834835,0.414194,High,0
8085,0.191296,0.955223,0.968437,0.295002,0.2847,0.680558,0.741746,0.496142,0.482833,0.818815,0.229016,High,0
8086,0.680798,0.460093,0.604653,0.507861,0.984535,0.61795,0.77023,0.72235,0.687457,0.871875,0.593848,High,0
8087,0.344283,0.667135,0.903502,0.251462,0.926815,0.005155,0.31334,0.141301,0.543824,0.869753,0.319946,High,0
8088,0.51281,0.568256,0.216155,0.768891,0.635067,0.396688,0.764491,0.805138,0.377802,0.844616,0.509445,High,0
8089,0.961779,0.080786,0.9857,0.271667,0.49635,0.492845,0.773248,0.447825,0.935271,0.99562,0.579824,High,0
8090,0.241646,0.594143,0.758525,0.673186,0.5238,0.652341,0.100407,0.015218,0.160678,0.953838,0.351962,High,0
8091,0.068764,0.927437,0.639515,0.669481,0.629935,0.934492,0.968913,0.073819,0.190638,0.929715,0.378792,High,0
8092,0.809829,0.62975,0.167097,0.00496,0.034263,0.157326,0.691291,0.249941,0.226523,0.931898,0.375797,High,0
8093,0.453332,0.309671,0.566973,0.889492,0.765198,0.11,0.131293,0.630613,0.407972,0.891082,0.487088,High,0
8094,0.554804,0.23565,0.772273,0.91196,0.876459,0.956497,0.911968,0.488016,0.474427,0.970804,0.655808,Medium,0
8095,0.11764,0.172049,0.632573,0.095103,0.605464,0.763909,0.921651,0.328666,0.025157,0.886826,0.359108,High,0
8096,0.057102,0.19593,0.049116,0.75684,0.560488,0.198094,0.639597,0.466327,0.030344,0.89126,0.464953,High,0
8097,0.340777,0.869443,0.953912,0.754302,0.186795,0.109249,0.982515,0.909106,0.011789,0.901265,0.345085,High,0
8098,0.322072,0.30864,0.937564,0.10072,0.869012,0.146401,0.935467,0.129816,0.80162,0.846963,0.388576,High,0
8099,0.745267,0.74009,0.347323,0.930888,0.077203,0.093625,0.297512,0.858853,0.142461,0.950733,0.508501,High,0
8100,0.805284,0.455084,0.805996,0.355548,0.762955,0.000165,0.345475,0.909958,0.72353,0.961147,0.547326,High,0
8101,0.516656,0.947299,0.627234,0.222945,0.845068,0.192219,0.372175,0.843497,0.795569,0.951378,0.39725,High,0
8102,0.81967,0.644987,0.728266,0.432971,0.963229,0.979805,0.415421,0.781277,0.2163,0.939099,0.558308,High,0
8103,0.140533,0.597047,0.864002,0.10807,0.930107,0.637288,0.411251,0.544543,0.870744,0.813691,0.301922,High,0
8104,0.419764,0.864184,0.751418,0.080458,0.345814,0.615091,0.04514,0.908991,0.449318,0.8403,0.31805,High,0
8105,0.563647,0.429488,0.149096,0.052776,0.884864,0.691444,0.806334,0.945383,0.133834,0.892025,0.526088,High,0
8106,0.32792,0.129977,0.81398,0.692076,0.838932,0.392775,0.865546,0.554627,0.18104,0.874151,0.460378,High,0
8107,0.608914,0.014802,0.486294,0.907392,0.705362,0.624416,0.61553,0.66916,0.612328,0.875646,0.635746,Medium,0
8108,0.102796,0.057916,0.324509,0.848265,0.615197,0.197435,0.242907,0.176647,0.885478,0.903561,0.505092,High,0
8109,0.299327,0.469198,0.856001,0.797688,0.26071,0.673281,0.372897,0.49142,0.610401,0.932939,0.452094,High,0
8110,0.873036,0.36476,0.884493,0.31308,0.028185,0.082806,0.863608,0.887039,0.470033,0.911799,0.428141,High,0
8111,0.608105,0.088398,0.2847,0.478367,0.53104,0.875533,0.539011,0.012351,0.936755,0.969,0.619254,Medium,0
8112,0.218837,0.736639,0.807931,0.349197,0.853297,0.920166,0.315369,0.617041,0.190341,0.95645,0.370616,High,0
8113,0.155745,0.862927,0.306272,0.727718,0.109807,0.119546,0.094455,0.705117,0.049763,0.931249,0.293422,High,0
8114,0.272918,0.892853,0.096571,0.441096,0.324673,0.510266,0.273036,0.143183,0.940801,0.872684,0.368846,High,0
8115,0.286851,0.157905,0.475034,0.065953,0.422739,0.185257,0.601614,0.271715,0.822339,0.972412,0.462586,High,0
8116,0.131182,0.111712,0.096963,0.437536,0.6429,0.179287,0.502053,0.271631,0.642506,0.925401,0.47324,High,0
8117,0.065757,0.736438,0.164216,0.911165,0.29901,0.487405,0.075459,0.361088,0.613175,0.815069,0.374314,High,0
8118,0.962272,0.483628,0.875362,0.695288,0.20477,0.351757,0.45935,0.295769,0.352566,0.867499,0.389211,High,0
8119,0.100528,0.050704,0.314788,0.859122,0.169486,0.893914,0.201755,0.792402,0.191703,0.953633,0.478402,High,0
8120,0.007968,0.29151,0.914884,0.719594,0.336509,0.736983,0.271514,0.944442,0.744818,0.83552,0.412233,High,0
8121,0.52741,0.399529,0.378053,0.410083,0.381063,0.582744,0.415226,0.459267,0.416588,0.839088,0.416673,High,0
8122,0.154659,0.218386,0.329222,0.765131,0.05063,0.317826,0.279436,0.990151,0.462876,0.981267,0.47352,High,0
8123,0.242196,0.556631,0.461909,0.316705,0.514139,0.629151,0.345702,0.687685,0.231562,0.943125,0.372419,High,0
8124,0.646932,0.792559,0.338867,0.702914,0.973103,0.278959,0.051939,0.236674,0.248658,0.974198,0.483799,High,0
